product_id,product_name,godown,opening_qty,inward_qty,outward_qty,closing_qty,closing_rate,closing_value
PRD0106,Classmate Notebook,Tonk Branch,51,1404,1176,279,38.43,10721.97
PRD0106,Classmate Notebook,Sawai Madhopur Branch,12,842,706,148,38.02,5626.96
PRD0107,Natraj Pencil,Main Godown,12,2739,2323,428,28.31,12116.68
PRD0107,Natraj Pencil,Tonk Branch,44,1141,968,217,28.53,6191.01
PRD0107,Natraj Pencil,Sawai Madhopur Branch,12,684,580,116,27.96,3243.36
PRD0108,Stayfree Pads,Main Godown,5,3455,2856,604,65.3,39441.2
PRD0108,Stayfree Pads,Tonk Branch,57,1439,1190,306,64.87,19850.22
PRD0108,Stayfree Pads,Sawai Madhopur Branch,80,863,714,229,65.54,15008.66
PRD0109,Whisper Ultra,Main Godown,169,3196,2666,699,68.85,48126.15
PRD0109,Whisper Ultra,Tonk Branch,28,1331,1111,248,67.55,16752.4
PRD0109,Whisper Ultra,Sawai Madhopur Branch,7,799,666,140,67.5,9450.0
PRD0110,Carefree Liner,Main Godown,215,3165,2614,766,54.51,41754.66
PRD0110,Carefree Liner,Tonk Branch,85,1318,1089,314,54.98,17263.72
PRD0110,Carefree Liner,Sawai Madhopur Branch,30,791,653,168,54.76,9199.68
PRD0111,Bisleri Water 1L,Main Godown,69,3271,2738,602,12.08,7272.16
PRD0111,Bisleri Water 1L,Tonk Branch,37,1363,1141,259,12.17,3152.03
PRD0111,Bisleri Water 1L,Sawai Madhopur Branch,58,817,684,191,12.14,2318.74
PRD0112,Bisleri Water 500ml,Main Godown,35,3041,2497,579,8.03,4649.37
PRD0112,Bisleri Water 500ml,Tonk Branch,98,1267,1040,325,8.02,2606.5
PRD0112,Bisleri Water 500ml,Sawai Madhopur Branch,26,760,624,162,8.06,1305.72
PRD0113,Aquaguard Filter Candle,Main Godown,158,3217,2677,698,143.95,100477.1
PRD0113,Aquaguard Filter Candle,Tonk Branch,50,1340,1115,275,145.03,39883.25
PRD0113,Aquaguard Filter Candle,Sawai Madhopur Branch,75,804,669,210,144.79,30405.9
PRD0114,Comfort Fabric Softener,Main Godown,60,3892,3195,757,96.45,73012.65
PRD0114,Comfort Fabric Softener,Tonk Branch,69,1621,1331,359,94.96,34090.64
PRD0114,Comfort Fabric Softener,Sawai Madhopur Branch,9,973,798,184,96.4,17737.6
PRD0115,Dynamo Liquid Detergent,Main Godown,238,3475,2865,848,115.75,98156.0
PRD0115,Dynamo Liquid Detergent,Tonk Branch,28,1448,1194,282,115.82,32661.24
PRD0115,Dynamo Liquid Detergent,Sawai Madhopur Branch,88,868,716,240,116.28,27907.2
PRD0116,Fevicol SH Adhesive,Main Godown,80,3352,2764,668,61.62,41162.16
PRD0116,Fevicol SH Adhesive,Tonk Branch,27,1396,1151,272,62.24,16929.28
PRD0116,Fevicol SH Adhesive,Sawai Madhopur Branch,13,838,691,160,62.48,9996.8
PRD0117,Pidilite M-Seal,Main Godown,181,3026,2485,722,48.12,34742.64
PRD0117,Pidilite M-Seal,Tonk Branch,30,1261,1035,256,48.42,12395.52
PRD0117,Pidilite M-Seal,Sawai Madhopur Branch,20,756,621,155,47.68,7390.4
PRD0118,Castrol Oil,Main Godown,22,3211,2710,523,244.19,127711.37
PRD0118,Castrol Oil,Tonk Branch,5,1338,1129,214,243.96,52207.44
PRD0118,Castrol Oil,Sawai Madhopur Branch,55,802,677,180,249.67,44940.6
PRD0119,Battery Duracell AA,Main Godown,100,3369,2819,650,58.22,37843.0
PRD0119,Battery Duracell AA,Tonk Branch,33,1403,1174,262,58.2,15248.4
PRD0119,Battery Duracell AA,Sawai Madhopur Branch,22,842,704,160,59.06,9449.6
PRD0120,Battery Eveready AA,Main Godown,73,3511,2941,643,42.3,27198.9
PRD0120,Battery Eveready AA,Tonk Branch,8,1463,1225,246,41.86,10297.56
PRD0120,Battery Eveready AA,Sawai Madhopur Branch,5,877,735,147,42.14,6194.58
PRD0121,Sarpan Hybrid Seeds,Main Godown,143,3200,2686,657,185.31,121748.67
PRD0121,Sarpan Hybrid Seeds,Tonk Branch,26,1333,1119,240,187.55,45012.0
PRD0121,Sarpan Hybrid Seeds,Sawai Madhopur Branch,16,800,671,145,186.69,27070.05
PRD0122,Parle Groundnut Oil,Main Godown,82,3578,2953,707,111.54,78858.78
PRD0122,Parle Groundnut Oil,Tonk Branch,11,1491,1230,272,111.48,30322.56
PRD0122,Parle Groundnut Oil,Sawai Madhopur Branch,15,894,738,171,110.72,18933.12
PRD0123,Ruchi Soya Oil,Main Godown,189,2746,2298,637,121.6,77459.2
PRD0123,Ruchi Soya Oil,Tonk Branch,48,1144,957,235,121.51,28554.85
PRD0123,Ruchi Soya Oil,Sawai Madhopur Branch,55,686,574,167,121.65,20315.55
PRD0124,Naturefresh Oil,Main Godown,134,3188,2638,684,117.14,80123.76
PRD0124,Naturefresh Oil,Tonk Branch,30,1328,1099,259,115.11,29813.49
PRD0124,Naturefresh Oil,Sawai Madhopur Branch,27,797,659,165,114.6,18909.0
PRD0125,Dhara Mustard Oil,Main Godown,202,3519,2918,803,105.43,84660.29
PRD0125,Dhara Mustard Oil,Tonk Branch,88,1466,1216,338,105.52,35665.76
PRD0125,Dhara Mustard Oil,Sawai Madhopur Branch,34,879,729,184,105.71,19450.64
PRD0126,Sunfeast Bounce,Main Godown,25,3033,2523,535,27.93,14942.55
PRD0126,Sunfeast Bounce,Tonk Branch,76,1264,1051,289,28.0,8092.0
PRD0126,Sunfeast Bounce,Sawai Madhopur Branch,15,758,630,143,28.46,4069.78
PRD0127,Jim Jam Biscuit,Main Godown,250,3496,2906,840,21.92,18412.8
PRD0127,Jim Jam Biscuit,Tonk Branch,19,1457,1211,265,22.04,5840.6
PRD0127,Jim Jam Biscuit,Sawai Madhopur Branch,26,874,726,174,21.89,3808.86
PRD0128,Hide & Seek Biscuit,Main Godown,91,3548,2956,683,32.45,22163.35
PRD0128,Hide & Seek Biscuit,Tonk Branch,45,1478,1231,292,32.51,9492.92
PRD0128,Hide & Seek Biscuit,Sawai Madhopur Branch,39,887,739,187,31.82,5950.34
PRD0129,Nutrichoice Biscuit,Main Godown,22,3474,2900,596,35.11,20925.56
PRD0129,Nutrichoice Biscuit,Tonk Branch,21,1447,1208,260,35.34,9188.4
PRD0129,Nutrichoice Biscuit,Sawai Madhopur Branch,14,868,725,157,35.16,5520.12
PRD0130,Tiger Biscuit,Main Godown,105,2807,2296,616,18.1,11149.6
PRD0130,Tiger Biscuit,Tonk Branch,41,1169,956,254,18.13,4605.02
PRD0130,Tiger Biscuit,Sawai Madhopur Branch,40,701,574,167,18.13,3027.71
PRD0131,Harpic Bathroom Cleaner,Main Godown,165,3519,2920,764,78.36,59867.04
PRD0131,Harpic Bathroom Cleaner,Tonk Branch,121,1466,1217,370,78.49,29041.3
PRD0131,Harpic Bathroom Cleaner,Sawai Madhopur Branch,49,879,730,198,77.58,15360.84
PRD0132,Lizol Disinfectant Spray,Main Godown,33,3854,3204,683,68.42,46730.86
PRD0132,Lizol Disinfectant Spray,Tonk Branch,21,1606,1335,292,69.25,20221.0
PRD0132,Lizol Disinfectant Spray,Sawai Madhopur Branch,30,963,801,192,68.3,13113.6
PRD0133,Mortein Insect Spray,Main Godown,149,3276,2775,650,140.92,91598.0
PRD0133,Mortein Insect Spray,Tonk Branch,62,1365,1156,271,143.38,38855.98
PRD0133,Mortein Insect Spray,Sawai Madhopur Branch,55,819,693,181,141.97,25696.57
PRD0134,Colin Multipurpose Cleaner,Main Godown,41,3189,2695,535,62.49,33432.15
PRD0134,Colin Multipurpose Cleaner,Tonk Branch,8,1328,1123,213,61.92,13188.96
PRD0134,Colin Multipurpose Cleaner,Sawai Madhopur Branch,18,797,673,142,61.74,8767.08
PRD0135,Dettol Antiseptic Liquid,Main Godown,63,3807,3155,715,76.14,54440.1
PRD0135,Dettol Antiseptic Liquid,Tonk Branch,16,1586,1314,288,74.91,21574.08
PRD0135,Dettol Antiseptic Liquid,Sawai Madhopur Branch,50,951,788,213,75.49,16079.37
