customer_id,party_name,address,city,district,state,pincode,phone,customer_type,ledger_group,opening_balance,credit_limit,credit_days,gstin_placeholder
CUST0161,Bairwa Traders,81 Main Road,Uniara,Tonk,Rajasthan,304024,9406977788,Retailer,Sundry Debtors,0.0,55000,30,08XXXXX0161X1ZA
CUST0162,Rathi Departmental Store,524 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9357921181,Retailer,Sundry Debtors,0.0,90000,45,08XXXXX0162X1ZA
CUST0163,Mali Provisions,419 Main Road,Tonk,Tonk,Rajasthan,304001,9608582257,Retailer,Sundry Debtors,0.0,100000,30,08XXXXX0163X1ZA
CUST0164,Kumar Enterprises,794 Main Road,Uniara,Tonk,Rajasthan,304024,9970950870,Retailer,Sundry Debtors,19400.0,215000,30,08XXXXX0164X1ZA
CUST0165,Nagar Brothers,754 Main Road,Niwai,Tonk,Rajasthan,304021,9701082851,Wholesaler,Sundry Debtors,0.0,135000,30,08XXXXX0165X1ZA
CUST0166,Rathi Provisions,765 Main Road,Deoli,Tonk,Rajasthan,304804,9825087149,Retailer,Sundry Debtors,0.0,75000,30,08XXXXX0166X1ZA
CUST0167,Yadav General Store,775 Main Road,Khanpur,Tonk,Rajasthan,304803,9943468589,Wholesaler,Sundry Debtors,14100.0,120000,30,08XXXXX0167X1ZA
CUST0168,Singh Departmental Store,753 Main Road,Khanpur,Tonk,Rajasthan,304803,9335269713,Wholesaler,Sundry Debtors,23000.0,230000,30,08XXXXX0168X1ZA
CUST0169,Gupta Cold Store,184 Main Road,Tonk,Tonk,Rajasthan,304001,9300670858,Wholesaler,Sundry Debtors,0.0,30000,30,08XXXXX0169X1ZA
CUST0170,Patel Enterprises,807 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9607659607,Retailer,Sundry Debtors,0.0,55000,30,08XXXXX0170X1ZA
CUST0171,Maheshwari General Store,185 Main Road,Tonk,Tonk,Rajasthan,304001,9865340134,Retailer,Sundry Debtors,0.0,85000,30,08XXXXX0171X1ZA
CUST0172,Rathi General Store,425 Main Road,Niwai,Tonk,Rajasthan,304021,9910742431,Retailer,Sundry Debtors,7400.0,35000,30,08XXXXX0172X1ZA
CUST0173,Gupta Kirana,689 Main Road,Tonk,Tonk,Rajasthan,304001,9382118504,Retailer,Sundry Debtors,0.0,165000,45,08XXXXX0173X1ZA
CUST0174,Sogani Medical Store,719 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9967855648,Retailer,Sundry Debtors,0.0,285000,30,08XXXXX0174X1ZA
CUST0175,Natani Enterprises,800 Main Road,Tonk,Tonk,Rajasthan,304001,9397350062,Wholesaler,Sundry Debtors,0.0,175000,30,08XXXXX0175X1ZA
CUST0176,Kumawat Medical Store,887 Main Road,Uniara,Tonk,Rajasthan,304024,9278776872,Wholesaler,Sundry Debtors,0.0,190000,30,08XXXXX0176X1ZA
CUST0177,Lodha Cold Store,400 Main Road,Deoli,Tonk,Rajasthan,304804,9818616757,Retailer,Sundry Debtors,0.0,235000,30,08XXXXX0177X1ZA
CUST0178,Sogani Kirana,84 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9842697480,Retailer,Sundry Debtors,0.0,140000,30,08XXXXX0178X1ZA
CUST0179,Mali Brothers,437 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9831832848,Wholesaler,Sundry Debtors,0.0,195000,30,08XXXXX0179X1ZA
CUST0180,Meena Cold Store,193 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9311375342,Retailer,Sundry Debtors,0.0,290000,30,08XXXXX0180X1ZA
CUST0181,Rajput Cold Store,622 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9471695204,Retailer,Sundry Debtors,12700.0,285000,30,08XXXXX0181X1ZA
CUST0182,Agarwal Departmental Store,599 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9428408425,Retailer,Sundry Debtors,0.0,105000,30,08XXXXX0182X1ZA
CUST0183,Saini Medical Store,397 Main Road,Niwai,Tonk,Rajasthan,304021,9570567299,Wholesaler,Sundry Debtors,13900.0,45000,30,08XXXXX0183X1ZA
CUST0184,Kasliwal Cold Store,618 Main Road,Tonk,Tonk,Rajasthan,304001,9606782122,Wholesaler,Sundry Debtors,0.0,220000,30,08XXXXX0184X1ZA
CUST0185,Meena Medical Store,688 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9147694572,Wholesaler,Sundry Debtors,0.0,265000,30,08XXXXX0185X1ZA
CUST0186,Khandelwal Medical Store,613 Main Road,Malpura,Tonk,Rajasthan,304502,9360028047,Retailer,Sundry Debtors,0.0,240000,45,08XXXXX0186X1ZA
CUST0187,Mali Cold Store,121 Main Road,Deoli,Tonk,Rajasthan,304804,9325914650,Retailer,Sundry Debtors,0.0,75000,30,08XXXXX0187X1ZA
CUST0188,Maheshwari Traders,883 Main Road,Uniara,Tonk,Rajasthan,304024,9376924329,Retailer,Sundry Debtors,0.0,145000,30,08XXXXX0188X1ZA
CUST0189,Mali Kirana,810 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9744662942,Retailer,Sundry Debtors,0.0,230000,30,08XXXXX0189X1ZA
CUST0190,Agarwal Traders,461 Main Road,Tonk,Tonk,Rajasthan,304001,9980995866,Retailer,Sundry Debtors,0.0,215000,30,08XXXXX0190X1ZA
CUST0191,Nagar Traders,234 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9405881347,Retailer,Sundry Debtors,0.0,290000,45,08XXXXX0191X1ZA
CUST0192,Surana Enterprises,118 Main Road,Tonk,Tonk,Rajasthan,304001,9166554443,Retailer,Sundry Debtors,0.0,75000,45,08XXXXX0192X1ZA
CUST0193,Rathi Sons,170 Main Road,Tonk,Tonk,Rajasthan,304001,9368398427,Wholesaler,Sundry Debtors,0.0,105000,30,08XXXXX0193X1ZA
CUST0194,Lodha Departmental Store,717 Main Road,Khanpur,Tonk,Rajasthan,304803,9911193459,Retailer,Sundry Debtors,0.0,70000,30,08XXXXX0194X1ZA
CUST0195,Bairwa Kirana,87 Main Road,Tonk,Tonk,Rajasthan,304001,9228963738,Retailer,Sundry Debtors,0.0,235000,30,08XXXXX0195X1ZA
CUST0196,Khandelwal Sons,461 Main Road,Tonk,Tonk,Rajasthan,304001,9738837605,Retailer,Sundry Debtors,0.0,255000,30,08XXXXX0196X1ZA
CUST0197,Choudhary Cold Store,873 Main Road,Malpura,Tonk,Rajasthan,304502,9686486381,Wholesaler,Sundry Debtors,0.0,100000,30,08XXXXX0197X1ZA
CUST0198,Choudhary Kirana,954 Main Road,Khanpur,Tonk,Rajasthan,304803,9523539729,Retailer,Sundry Debtors,0.0,145000,30,08XXXXX0198X1ZA
CUST0199,Nagar Departmental Store,53 Main Road,Tonk,Tonk,Rajasthan,304001,9950853370,Retailer,Sundry Debtors,9000.0,65000,30,08XXXXX0199X1ZA
CUST0200,Yadav Departmental Store,936 Main Road,Tonk,Tonk,Rajasthan,304001,9457518692,Retailer,Sundry Debtors,0.0,205000,45,08XXXXX0200X1ZA
CUST0201,Surana Cold Store,6 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9983595190,Retailer,Sundry Debtors,7300.0,295000,30,08XXXXX0201X1ZA
CUST0202,Saini Cold Store,332 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9115898658,Retailer,Sundry Debtors,0.0,95000,30,08XXXXX0202X1ZA
CUST0203,Nagar Cold Store,316 Main Road,Niwai,Tonk,Rajasthan,304021,9725211886,Retailer,Sundry Debtors,0.0,265000,30,08XXXXX0203X1ZA
CUST0204,Natani Sons,693 Main Road,Tonk,Tonk,Rajasthan,304001,9753683909,Retailer,Sundry Debtors,0.0,130000,30,08XXXXX0204X1ZA
CUST0205,Surana Provisions,767 Main Road,Uniara,Tonk,Rajasthan,304024,9622076159,Retailer,Sundry Debtors,19300.0,200000,30,08XXXXX0205X1ZA
CUST0206,Natani Supermart,122 Main Road,Tonk,Tonk,Rajasthan,304001,9482960595,Retailer,Sundry Debtors,0.0,45000,30,08XXXXX0206X1ZA
CUST0207,Agarwal Sons,804 Main Road,Tonk,Tonk,Rajasthan,304001,9676425629,Retailer,Sundry Debtors,0.0,185000,30,08XXXXX0207X1ZA
CUST0208,Singh Traders,851 Main Road,Malpura,Tonk,Rajasthan,304502,9426126004,Retailer,Sundry Debtors,0.0,80000,45,08XXXXX0208X1ZA
CUST0209,Singh Cold Store,465 Main Road,Tonk,Tonk,Rajasthan,304001,9794933860,Retailer,Sundry Debtors,0.0,135000,30,08XXXXX0209X1ZA
CUST0210,Jain General Store,280 Main Road,Niwai,Tonk,Rajasthan,304021,9640305513,Retailer,Sundry Debtors,0.0,200000,30,08XXXXX0210X1ZA
CUST0211,Meena General Store,374 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9673409144,Retailer,Sundry Debtors,7600.0,270000,30,08XXXXX0211X1ZA
CUST0212,Lodha Sons,630 Main Road,Malpura,Tonk,Rajasthan,304502,9627948143,Wholesaler,Sundry Debtors,0.0,125000,45,08XXXXX0212X1ZA
CUST0213,Yadav Provisions,74 Main Road,Tonk,Tonk,Rajasthan,304001,9466869107,Retailer,Sundry Debtors,0.0,185000,30,08XXXXX0213X1ZA
CUST0214,Choudhary Medical Store,837 Main Road,Khanpur,Tonk,Rajasthan,304803,9293384900,Wholesaler,Sundry Debtors,11800.0,70000,30,08XXXXX0214X1ZA
CUST0215,Kasliwal Supermart,97 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9374703016,Wholesaler,Sundry Debtors,22200.0,225000,30,08XXXXX0215X1ZA
CUST0216,Khandelwal General Store,186 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9828762070,Retailer,Sundry Debtors,0.0,130000,30,08XXXXX0216X1ZA
CUST0217,Rajput Medical Store,217 Main Road,Tonk,Tonk,Rajasthan,304001,9432135169,Retailer,Sundry Debtors,0.0,130000,45,08XXXXX0217X1ZA
CUST0218,Bansal Medical Store,544 Main Road,Tonk,Tonk,Rajasthan,304001,9459542077,Retailer,Sundry Debtors,0.0,295000,30,08XXXXX0218X1ZA
CUST0219,Sharma Sons,374 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9838654132,Wholesaler,Sundry Debtors,15900.0,260000,30,08XXXXX0219X1ZA
CUST0220,Garg Kirana,263 Main Road,Deoli,Tonk,Rajasthan,304804,9605412083,Retailer,Sundry Debtors,0.0,215000,45,08XXXXX0220X1ZA
CUST0221,Singh Brothers,948 Main Road,Tonk,Tonk,Rajasthan,304001,9645868328,Retailer,Sundry Debtors,0.0,70000,30,08XXXXX0221X1ZA
CUST0222,Sharma Provisions,842 Main Road,Niwai,Tonk,Rajasthan,304021,9588136483,Retailer,Sundry Debtors,0.0,165000,30,08XXXXX0222X1ZA
CUST0223,Bohra Kirana,884 Main Road,Malpura,Tonk,Rajasthan,304502,9612698858,Retailer,Sundry Debtors,0.0,115000,30,08XXXXX0223X1ZA
CUST0224,Kothari Sons,489 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9221282842,Retailer,Sundry Debtors,0.0,250000,30,08XXXXX0224X1ZA
CUST0225,Agarwal Supermart,36 Main Road,Tonk,Tonk,Rajasthan,304001,9115132949,Wholesaler,Sundry Debtors,15200.0,295000,30,08XXXXX0225X1ZA
CUST0226,Khandelwal Brothers,44 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9901074777,Retailer,Sundry Debtors,0.0,150000,30,08XXXXX0226X1ZA
CUST0227,Gupta Departmental Store,394 Main Road,Uniara,Tonk,Rajasthan,304024,9837825045,Retailer,Sundry Debtors,0.0,210000,30,08XXXXX0227X1ZA
CUST0228,Verma Medical Store,585 Main Road,Niwai,Tonk,Rajasthan,304021,9239954714,Retailer,Sundry Debtors,0.0,295000,30,08XXXXX0228X1ZA
CUST0229,Kumawat General Store,133 Main Road,Malpura,Tonk,Rajasthan,304502,9402827851,Retailer,Sundry Debtors,0.0,155000,30,08XXXXX0229X1ZA
CUST0230,Mittal Enterprises,656 Main Road,Uniara,Tonk,Rajasthan,304024,9617709187,Wholesaler,Sundry Debtors,0.0,70000,30,08XXXXX0230X1ZA
CUST0231,Meena Kirana,365 Main Road,Tonk,Tonk,Rajasthan,304001,9973346716,Retailer,Sundry Debtors,45000.0,155000,30,08XXXXX0231X1ZA
CUST0232,Kumawat Enterprises,122 Main Road,Deoli,Tonk,Rajasthan,304804,9972379890,Retailer,Sundry Debtors,11300.0,280000,30,08XXXXX0232X1ZA
CUST0233,Singh Sons,688 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9638647009,Retailer,Sundry Debtors,0.0,160000,30,08XXXXX0233X1ZA
CUST0234,Mittal Sons,352 Main Road,Malpura,Tonk,Rajasthan,304502,9389583434,Wholesaler,Sundry Debtors,0.0,50000,30,08XXXXX0234X1ZA
CUST0235,Bairwa Departmental Store,24 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9296620651,Retailer,Sundry Debtors,0.0,260000,30,08XXXXX0235X1ZA
CUST0236,Nagar General Store,643 Main Road,Khanpur,Tonk,Rajasthan,304803,9344423795,Retailer,Sundry Debtors,5900.0,195000,30,08XXXXX0236X1ZA
CUST0237,Kumar Medical Store,854 Main Road,Niwai,Tonk,Rajasthan,304021,9845863313,Retailer,Sundry Debtors,0.0,260000,30,08XXXXX0237X1ZA
CUST0238,Kasliwal Traders,319 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9155075980,Retailer,Sundry Debtors,0.0,70000,30,08XXXXX0238X1ZA
CUST0239,Nagar Enterprises,261 Main Road,Uniara,Tonk,Rajasthan,304024,9462087870,Retailer,Sundry Debtors,0.0,205000,30,08XXXXX0239X1ZA
CUST0240,Sharma Departmental Store,74 Main Road,Uniara,Tonk,Rajasthan,304024,9600578676,Wholesaler,Sundry Debtors,0.0,30000,30,08XXXXX0240X1ZA
CUST0241,Natani Brothers,472 Main Road,Khanpur,Tonk,Rajasthan,304803,9465309549,Retailer,Sundry Debtors,0.0,55000,30,08XXXXX0241X1ZA
CUST0242,Agarwal Brothers,239 Main Road,Khanpur,Tonk,Rajasthan,304803,9391080908,Retailer,Sundry Debtors,0.0,290000,30,08XXXXX0242X1ZA
CUST0243,Agarwal Cold Store,44 Main Road,Tonk,Tonk,Rajasthan,304001,9606812699,Wholesaler,Sundry Debtors,0.0,230000,30,08XXXXX0243X1ZA
CUST0244,Kumar Provisions,444 Main Road,Niwai,Tonk,Rajasthan,304021,9175358436,Retailer,Sundry Debtors,0.0,290000,30,08XXXXX0244X1ZA
CUST0245,Kumawat Sons,244 Main Road,Malpura,Tonk,Rajasthan,304502,9105054523,Retailer,Sundry Debtors,20100.0,185000,30,08XXXXX0245X1ZA
CUST0246,Maheshwari Cold Store,134 Main Road,Khanpur,Tonk,Rajasthan,304803,9981049154,Retailer,Sundry Debtors,36900.0,65000,30,08XXXXX0246X1ZA
CUST0247,Bohra Enterprises,514 Main Road,Malpura,Tonk,Rajasthan,304502,9903334579,Retailer,Sundry Debtors,0.0,260000,30,08XXXXX0247X1ZA
CUST0248,Khandelwal Cold Store,709 Main Road,Deoli,Tonk,Rajasthan,304804,9364896568,Wholesaler,Sundry Debtors,0.0,190000,45,08XXXXX0248X1ZA
CUST0249,Choudhary Departmental Store,599 Main Road,Deoli,Tonk,Rajasthan,304804,9444385884,Retailer,Sundry Debtors,0.0,190000,30,08XXXXX0249X1ZA
CUST0250,Singh Provisions,249 Main Road,Deoli,Tonk,Rajasthan,304804,9225045761,Retailer,Sundry Debtors,0.0,35000,30,08XXXXX0250X1ZA
CUST0251,Khandelwal Supermart,811 Main Road,Malpura,Tonk,Rajasthan,304502,9646470432,Wholesaler,Sundry Debtors,40600.0,35000,30,08XXXXX0251X1ZA
CUST0252,Sogani Enterprises,90 Main Road,Khanpur,Tonk,Rajasthan,304803,9808338727,Retailer,Sundry Debtors,31400.0,220000,30,08XXXXX0252X1ZA
CUST0253,Nagar Medical Store,357 Main Road,Niwai,Tonk,Rajasthan,304021,9930988004,Retailer,Sundry Debtors,0.0,35000,30,08XXXXX0253X1ZA
CUST0254,Bohra Brothers,700 Main Road,Tonk,Tonk,Rajasthan,304001,9144561988,Wholesaler,Sundry Debtors,0.0,270000,45,08XXXXX0254X1ZA
CUST0255,Garg Medical Store,982 Main Road,Tonk,Tonk,Rajasthan,304001,9794256554,Wholesaler,Sundry Debtors,0.0,120000,30,08XXXXX0255X1ZA
CUST0256,Natani Kirana,12 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9284546111,Wholesaler,Sundry Debtors,0.0,30000,45,08XXXXX0256X1ZA
CUST0257,Natani General Store,272 Main Road,Khanpur,Tonk,Rajasthan,304803,9767819749,Retailer,Sundry Debtors,0.0,225000,30,08XXXXX0257X1ZA
CUST0258,Yadav Medical Store,889 Main Road,Uniara,Tonk,Rajasthan,304024,9274833168,Retailer,Sundry Debtors,0.0,150000,30,08XXXXX0258X1ZA
CUST0259,Verma Provisions,945 Main Road,Uniara,Tonk,Rajasthan,304024,9678567398,Retailer,Sundry Debtors,0.0,290000,45,08XXXXX0259X1ZA
CUST0260,Natani Traders,148 Main Road,Malpura,Tonk,Rajasthan,304502,9625410533,Wholesaler,Sundry Debtors,44000.0,75000,30,08XXXXX0260X1ZA
CUST0261,Mali Supermart,602 Main Road,Tonk,Tonk,Rajasthan,304001,9566831405,Retailer,Sundry Debtors,0.0,210000,30,08XXXXX0261X1ZA
CUST0262,Mali Departmental Store,713 Main Road,Khanpur,Tonk,Rajasthan,304803,9383567983,Retailer,Sundry Debtors,0.0,80000,30,08XXXXX0262X1ZA
CUST0263,Nagar Sons,137 Main Road,Tonk,Tonk,Rajasthan,304001,9749961159,Retailer,Sundry Debtors,10900.0,95000,30,08XXXXX0263X1ZA
CUST0264,Sharma Cold Store,216 Main Road,Tonk,Tonk,Rajasthan,304001,9387630123,Retailer,Sundry Debtors,0.0,200000,30,08XXXXX0264X1ZA
CUST0265,Agarwal General Store,665 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9499913303,Retailer,Sundry Debtors,0.0,245000,30,08XXXXX0265X1ZA
CUST0266,Lodha General Store,394 Main Road,Tonk,Tonk,Rajasthan,304001,9941654646,Retailer,Sundry Debtors,0.0,270000,30,08XXXXX0266X1ZA
CUST0267,Maheshwari Provisions,381 Main Road,Tonk,Tonk,Rajasthan,304001,9557859567,Retailer,Sundry Debtors,0.0,50000,30,08XXXXX0267X1ZA
CUST0268,Surana Departmental Store,14 Main Road,Tonk,Tonk,Rajasthan,304001,9990119983,Wholesaler,Sundry Debtors,0.0,100000,30,08XXXXX0268X1ZA
CUST0269,Rathi Supermart,40 Main Road,Uniara,Tonk,Rajasthan,304024,9855247788,Retailer,Sundry Debtors,0.0,45000,30,08XXXXX0269X1ZA
CUST0270,Kumawat Supermart,611 Main Road,Uniara,Tonk,Rajasthan,304024,9715301317,Retailer,Sundry Debtors,0.0,180000,30,08XXXXX0270X1ZA
CUST0271,Sharma Supermart,665 Main Road,Uniara,Tonk,Rajasthan,304024,9159505734,Retailer,Sundry Debtors,13900.0,85000,30,08XXXXX0271X1ZA
CUST0272,Natani Departmental Store,648 Main Road,Tonk,Tonk,Rajasthan,304001,9782118247,Retailer,Sundry Debtors,0.0,270000,30,08XXXXX0272X1ZA
CUST0273,Sharma Enterprises,627 Main Road,Uniara,Tonk,Rajasthan,304024,9974741624,Retailer,Sundry Debtors,0.0,145000,45,08XXXXX0273X1ZA
CUST0274,Jain Enterprises,840 Main Road,Malpura,Tonk,Rajasthan,304502,9996494318,Retailer,Sundry Debtors,0.0,55000,30,08XXXXX0274X1ZA
CUST0275,Rajput Kirana,10 Main Road,Malpura,Tonk,Rajasthan,304502,9986783015,Retailer,Sundry Debtors,45000.0,225000,30,08XXXXX0275X1ZA
CUST0276,Singh Supermart,240 Main Road,Deoli,Tonk,Rajasthan,304804,9947230865,Retailer,Sundry Debtors,0.0,275000,30,08XXXXX0276X1ZA
CUST0277,Kumar Cold Store,565 Main Road,Tonk,Tonk,Rajasthan,304001,9121932411,Wholesaler,Sundry Debtors,0.0,245000,30,08XXXXX0277X1ZA
CUST0278,Sharma Traders,414 Main Road,Niwai,Tonk,Rajasthan,304021,9304212371,Wholesaler,Sundry Debtors,0.0,105000,30,08XXXXX0278X1ZA
CUST0279,Verma Traders,485 Main Road,Khanpur,Tonk,Rajasthan,304803,9484193919,Retailer,Sundry Debtors,0.0,290000,30,08XXXXX0279X1ZA
CUST0280,Choudhary Enterprises,968 Main Road,Khanpur,Tonk,Rajasthan,304803,9157755776,Retailer,Sundry Debtors,0.0,270000,30,08XXXXX0280X1ZA
CUST0281,Mittal Departmental Store,470 Main Road,Uniara,Tonk,Rajasthan,304024,9548077086,Retailer,Sundry Debtors,0.0,190000,30,08XXXXX0281X1ZA
CUST0282,Kothari General Store,72 Main Road,Tonk,Tonk,Rajasthan,304001,9710756421,Wholesaler,Sundry Debtors,0.0,210000,30,08XXXXX0282X1ZA
CUST0283,Mali Sons,725 Main Road,Tonk,Tonk,Rajasthan,304001,9268166528,Retailer,Sundry Debtors,0.0,205000,30,08XXXXX0283X1ZA
CUST0284,Bohra Sons,433 Main Road,Tonk,Tonk,Rajasthan,304001,9587219209,Retailer,Sundry Debtors,0.0,155000,30,08XXXXX0284X1ZA
CUST0285,Kasliwal Enterprises,364 Main Road,Malpura,Tonk,Rajasthan,304502,9796554691,Retailer,Sundry Debtors,0.0,250000,45,08XXXXX0285X1ZA
CUST0286,Yadav Supermart,204 Main Road,Deoli,Tonk,Rajasthan,304804,9194474911,Retailer,Sundry Debtors,37100.0,135000,30,08XXXXX0286X1ZA
CUST0287,Bairwa Provisions,801 Main Road,Uniara,Tonk,Rajasthan,304024,9451359261,Retailer,Sundry Debtors,0.0,150000,45,08XXXXX0287X1ZA
CUST0288,Agarwal Kirana,804 Main Road,Deoli,Tonk,Rajasthan,304804,9631243841,Wholesaler,Sundry Debtors,0.0,85000,30,08XXXXX0288X1ZA
CUST0289,Kothari Provisions,589 Main Road,Niwai,Tonk,Rajasthan,304021,9750339153,Retailer,Sundry Debtors,0.0,75000,30,08XXXXX0289X1ZA
CUST0290,Verma Brothers,516 Main Road,Uniara,Tonk,Rajasthan,304024,9619093069,Wholesaler,Sundry Debtors,0.0,95000,45,08XXXXX0290X1ZA
CUST0291,Verma Enterprises,359 Main Road,Khanpur,Tonk,Rajasthan,304803,9531914057,Wholesaler,Sundry Debtors,18100.0,225000,30,08XXXXX0291X1ZA
CUST0292,Bohra Supermart,357 Main Road,Uniara,Tonk,Rajasthan,304024,9765357621,Wholesaler,Sundry Debtors,0.0,115000,30,08XXXXX0292X1ZA
CUST0293,Jain Departmental Store,800 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9383208114,Wholesaler,Sundry Debtors,7100.0,200000,30,08XXXXX0293X1ZA
CUST0294,Khandelwal Departmental Store,714 Main Road,Uniara,Tonk,Rajasthan,304024,9449614487,Retailer,Sundry Debtors,5300.0,40000,30,08XXXXX0294X1ZA
CUST0295,Khandelwal Traders,485 Main Road,Khanpur,Tonk,Rajasthan,304803,9414274788,Retailer,Sundry Debtors,0.0,40000,30,08XXXXX0295X1ZA
CUST0296,Singh General Store,446 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9137547649,Wholesaler,Sundry Debtors,0.0,55000,30,08XXXXX0296X1ZA
CUST0297,Bansal Departmental Store,903 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9852849692,Retailer,Sundry Debtors,41100.0,55000,30,08XXXXX0297X1ZA
CUST0298,Kasliwal Sons,669 Main Road,Khanpur,Tonk,Rajasthan,304803,9271421655,Wholesaler,Sundry Debtors,0.0,170000,30,08XXXXX0298X1ZA
CUST0299,Singh Enterprises,819 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9151929539,Retailer,Sundry Debtors,0.0,75000,30,08XXXXX0299X1ZA
CUST0300,Rajput Brothers,63 Main Road,Malpura,Tonk,Rajasthan,304502,9951489373,Retailer,Sundry Debtors,0.0,95000,30,08XXXXX0300X1ZA
CUST0301,Jain Traders,208 Main Road,Todaraisingh,Tonk,Rajasthan,304505,9532087429,Retailer,Sundry Debtors,0.0,185000,45,08XXXXX0301X1ZA
CUST0302,Sharma Brothers,335 Main Road,Tonk,Tonk,Rajasthan,304001,9934763178,Wholesaler,Sundry Debtors,0.0,155000,30,08XXXXX0302X1ZA
CUST0303,Patel Kirana,847 Main Road,Niwai,Tonk,Rajasthan,304021,9407292497,Retailer,Sundry Debtors,36700.0,155000,30,08XXXXX0303X1ZA
CUST0304,Gupta Sons,673 Main Road,Niwai,Tonk,Rajasthan,304021,9323787478,Wholesaler,Sundry Debtors,0.0,130000,30,08XXXXX0304X1ZA
CUST0305,Mittal Brothers,637 Main Road,Khanpur,Tonk,Rajasthan,304803,9552467608,Retailer,Sundry Debtors,0.0,40000,30,08XXXXX0305X1ZA
CUST0306,Meena Enterprises,614 Main Road,Niwai,Tonk,Rajasthan,304021,9793450437,Wholesaler,Sundry Debtors,0.0,135000,30,08XXXXX0306X1ZA
CUST0307,Bansal Cold Store,765 Main Road,Deoli,Tonk,Rajasthan,304804,9876435014,Retailer,Sundry Debtors,0.0,235000,30,08XXXXX0307X1ZA
CUST0308,Gupta General Store,454 Main Road,Malpura,Tonk,Rajasthan,304502,9238688682,Retailer,Sundry Debtors,0.0,150000,30,08XXXXX0308X1ZA
CUST0309,Meena Brothers,621 Main Road,Tonk,Tonk,Rajasthan,304001,9721512385,Wholesaler,Sundry Debtors,0.0,175000,30,08XXXXX0309X1ZA
CUST0310,Sogani Supermart,471 Main Road,Tonk,Tonk,Rajasthan,304001,9707552507,Retailer,Sundry Debtors,0.0,225000,30,08XXXXX0310X1ZA
CUST0311,Bairwa Cold Store,107 Main Road,Niwai,Tonk,Rajasthan,304021,9849320286,Retailer,Sundry Debtors,49100.0,225000,30,08XXXXX0311X1ZA
CUST0312,Bairwa Brothers,402 Main Road,Deoli,Tonk,Rajasthan,304804,9589768250,Wholesaler,Sundry Debtors,0.0,195000,45,08XXXXX0312X1ZA
CUST0313,Rathi Brothers,192 Main Road,Tonk,Tonk,Rajasthan,304001,9889167659,Retailer,Sundry Debtors,0.0,30000,30,08XXXXX0313X1ZA
CUST0314,Singh Kirana,663 Main Road,Deoli,Tonk,Rajasthan,304804,9782164201,Wholesaler,Sundry Debtors,0.0,150000,30,08XXXXX0314X1ZA
CUST0315,Kothari Kirana,62 Main Road,Deoli,Tonk,Rajasthan,304804,9432442374,Retailer,Sundry Debtors,0.0,250000,30,08XXXXX0315X1ZA
CUST0316,Jain Sons,151 Main Road,Deoli,Tonk,Rajasthan,304804,9381651743,Retailer,Sundry Debtors,11700.0,80000,30,08XXXXX0316X1ZA
CUST0317,Surana General Store,356 Main Road,Deoli,Tonk,Rajasthan,304804,9426068300,Retailer,Sundry Debtors,0.0,165000,30,08XXXXX0317X1ZA
CUST0318,Garg Provisions,940 Main Road,Malpura,Tonk,Rajasthan,304502,9437993063,Retailer,Sundry Debtors,0.0,215000,45,08XXXXX0318X1ZA
CUST0319,Kasliwal Departmental Store,646 Main Road,Tonk,Tonk,Rajasthan,304001,9650336590,Retailer,Sundry Debtors,0.0,185000,30,08XXXXX0319X1ZA
CUST0320,Maheshwari Departmental Store,317 Main Road,Sawai Madhopur,Sawai Madhopur,Rajasthan,322001,9185687512,Wholesaler,Sundry Debtors,0.0,40000,45,08XXXXX0320X1ZA
