payment_voucher_no,payment_date,customer_id,party_name,voucher_no,payment_amount,payment_mode,reference_no
PAY005119,2026-01-10,CUST0049,Kumawat Brothers,SAL005286,1487.75,Cash,REF00005119
PAY005124,2026-02-09,CUST0049,Kumawat Brothers,SAL005290,7194.99,Cash,REF00005124
PAY005125,2026-01-17,CUST0049,Kumawat Brothers,SAL005291,19986.21,UPI,REF00005125
PAY005128,2026-06-11,CUST0049,Kumawat Brothers,SAL005294,1682.29,NEFT,REF00005128
PAY005129,2026-06-11,CUST0049,Kumawat Brothers,SAL005294,2319.41,NEFT,REF00005129
PAY005148,2024-10-31,CUST0050,Mali General Store,SAL005322,4525.83,NEFT,REF00005148
PAY005154,2024-11-12,CUST0050,Mali General Store,SAL005328,29675.16,NEFT,REF00005154
PAY005157,2025-01-03,CUST0050,Mali General Store,SAL005331,31465.17,UPI,REF00005157
PAY005165,2024-12-20,CUST0050,Mali General Store,SAL005339,6300.0,Cash,REF00005165
PAY005188,2025-02-11,CUST0050,Mali General Store,SAL005362,608.93,Cash,REF00005188
PAY005189,2025-03-12,CUST0050,Mali General Store,SAL005363,14723.84,Cash,REF00005189
PAY005193,2025-03-12,CUST0050,Mali General Store,SAL005367,13644.75,Cash,REF00005193
PAY005199,2025-03-20,CUST0050,Mali General Store,SAL005373,11556.16,NEFT,REF00005199
PAY005205,2025-04-16,CUST0050,Mali General Store,SAL005379,3574.53,NEFT,REF00005205
PAY005209,2025-05-19,CUST0050,Mali General Store,SAL005383,17006.9,Cash,REF00005209
PAY005225,2025-08-07,CUST0050,Mali General Store,SAL005399,13627.81,UPI,REF00005225
PAY005237,2025-09-15,CUST0050,Mali General Store,SAL005411,9270.74,Cash,REF00005237
PAY005243,2025-10-14,CUST0050,Mali General Store,SAL005417,9331.31,NEFT,REF00005243
PAY005246,2025-11-08,CUST0050,Mali General Store,SAL005420,9918.65,Cash,REF00005246
PAY005247,2025-11-16,CUST0050,Mali General Store,SAL005421,6464.42,Cash,REF00005247
PAY005250,2025-12-10,CUST0050,Mali General Store,SAL005424,5121.52,Cash,REF00005250
PAY005251,2026-01-01,CUST0050,Mali General Store,SAL005425,8673.46,Cash,REF00005251
PAY005271,2026-02-15,CUST0050,Mali General Store,SAL005445,3306.91,Cash,REF00005271
PAY005291,2026-04-18,CUST0050,Mali General Store,SAL005465,6724.03,Cheque,REF00005291
PAY005292,2026-04-23,CUST0050,Mali General Store,SAL005466,30072.34,Cheque,REF00005292
PAY005297,2026-05-11,CUST0050,Mali General Store,SAL005471,2811.52,Cash,REF00005297
PAY005301,2026-05-25,CUST0050,Mali General Store,SAL005475,9445.86,NEFT,REF00005301
PAY005307,2026-07-04,CUST0050,Mali General Store,SAL005481,4957.12,NEFT,REF00005307
PAY005313,2026-07-20,CUST0050,Mali General Store,SAL005487,11439.86,Cash,REF00005313
PAY005315,2026-07-18,CUST0050,Mali General Store,SAL005489,14673.53,NEFT,REF00005315
PAY005320,2026-08-26,CUST0050,Mali General Store,SAL005494,3956.79,NEFT,REF00005320
PAY005330,2024-10-14,CUST0051,Yadav Cold Store,SAL005515,10967.84,UPI,REF00005330
PAY005333,2024-11-24,CUST0051,Yadav Cold Store,SAL005518,6177.92,UPI,REF00005333
PAY005340,2024-12-24,CUST0051,Yadav Cold Store,SAL005525,8053.07,NEFT,REF00005340
PAY005359,2025-03-28,CUST0051,Yadav Cold Store,SAL005544,16143.23,NEFT,REF00005359
PAY005361,2025-03-10,CUST0051,Yadav Cold Store,SAL005546,13301.63,Cash,REF00005361
PAY005376,2025-06-06,CUST0051,Yadav Cold Store,SAL005561,7486.3,UPI,REF00005376
PAY005382,2025-06-17,CUST0051,Yadav Cold Store,SAL005567,14251.91,Cash,REF00005382
PAY005392,2025-09-06,CUST0051,Yadav Cold Store,SAL005577,13596.24,Cheque,REF00005392
PAY005394,2025-08-07,CUST0051,Yadav Cold Store,SAL005579,20683.39,NEFT,REF00005394
PAY005402,2025-09-29,CUST0051,Yadav Cold Store,SAL005587,8923.26,Cheque,REF00005402
PAY005404,2025-09-12,CUST0051,Yadav Cold Store,SAL005589,2607.3,Cheque,REF00005404
PAY005417,2025-12-11,CUST0051,Yadav Cold Store,SAL005602,22975.86,UPI,REF00005417
PAY005420,2025-12-30,CUST0051,Yadav Cold Store,SAL005605,11260.2,NEFT,REF00005420
PAY005453,2026-04-16,CUST0051,Yadav Cold Store,SAL005638,6850.58,Cash,REF00005453
PAY005462,2026-06-13,CUST0051,Yadav Cold Store,SAL005647,3998.4,Cheque,REF00005462
PAY005469,2026-08-08,CUST0051,Yadav Cold Store,SAL005654,3352.16,UPI,REF00005469
PAY005474,2026-08-23,CUST0051,Yadav Cold Store,SAL005662,16802.76,NEFT,REF00005474
PAY005484,2025-02-20,CUST0052,Nagar Kirana,SAL005685,11415.74,Cash,REF00005484
PAY005488,2025-05-23,CUST0052,Nagar Kirana,SAL005689,16563.38,UPI,REF00005488
PAY005489,2025-05-16,CUST0052,Nagar Kirana,SAL005690,8650.65,UPI,REF00005489
PAY005495,2025-10-12,CUST0052,Nagar Kirana,SAL005696,5235.4,Cheque,REF00005495
PAY005496,2025-10-16,CUST0052,Nagar Kirana,SAL005697,2806.52,UPI,REF00005496
PAY005507,2026-07-18,CUST0052,Nagar Kirana,SAL005708,13365.59,UPI,REF00005507
PAY005508,2026-08-06,CUST0052,Nagar Kirana,SAL005709,6655.7,Cheque,REF00005508
PAY005511,2024-10-03,CUST0053,Rajput Departmental Store,SAL005714,9512.4,Cash,REF00005511
PAY005520,2025-02-26,CUST0053,Rajput Departmental Store,SAL005723,17941.42,NEFT,REF00005520
PAY005530,2025-05-23,CUST0053,Rajput Departmental Store,SAL005733,10734.26,Cheque,REF00005530
PAY005550,2025-11-25,CUST0053,Rajput Departmental Store,SAL005753,15706.16,UPI,REF00005550
PAY005553,2026-01-04,CUST0053,Rajput Departmental Store,SAL005756,6678.0,NEFT,REF00005553
PAY005572,2026-07-23,CUST0053,Rajput Departmental Store,SAL005775,1180.48,UPI,REF00005572
PAY005573,2026-07-28,CUST0053,Rajput Departmental Store,SAL005776,18811.91,Cash,REF00005573
PAY005577,2026-08-18,CUST0053,Rajput Departmental Store,SAL005780,9848.56,Cheque,REF00005577
PAY005579,2024-12-17,CUST0054,Verma Sons,SAL005786,2811.39,Cash,REF00005579
PAY005580,2025-03-01,CUST0054,Verma Sons,SAL005787,6487.36,Cheque,REF00005580
PAY005581,2025-03-01,CUST0054,Verma Sons,SAL005787,3851.54,NEFT,REF00005581
PAY005587,2025-03-14,CUST0054,Verma Sons,SAL005793,1018.82,Cheque,REF00005587
PAY005588,2025-03-14,CUST0054,Verma Sons,SAL005793,759.59,Cash,REF00005588
PAY005590,2025-06-09,CUST0054,Verma Sons,SAL005795,4893.9,NEFT,REF00005590
PAY005598,2025-06-06,CUST0054,Verma Sons,SAL005803,2911.35,Cheque,REF00005598
PAY005604,2025-08-27,CUST0054,Verma Sons,SAL005808,8344.46,Cash,REF00005604
PAY005610,2026-02-18,CUST0054,Verma Sons,SAL005813,9678.02,Cheque,REF00005610
PAY005613,2026-02-28,CUST0054,Verma Sons,SAL005816,394.53,Cheque,REF00005613
PAY005619,2026-04-20,CUST0054,Verma Sons,SAL005822,3880.53,Cheque,REF00005619
PAY005620,2026-04-20,CUST0054,Verma Sons,SAL005822,6489.51,Cheque,REF00005620
PAY005628,2026-08-31,CUST0054,Verma Sons,SAL005829,17653.13,UPI,REF00005628
PAY005635,2024-10-05,CUST0055,Yadav Brothers,SAL005855,9244.44,Cheque,REF00005635
PAY005640,2024-11-23,CUST0055,Yadav Brothers,SAL005860,3652.88,Cash,REF00005640
PAY005650,2024-12-25,CUST0055,Yadav Brothers,SAL005870,26079.78,NEFT,REF00005650
PAY005653,2024-12-19,CUST0055,Yadav Brothers,SAL005873,12501.4,Cash,REF00005653
PAY005654,2024-12-20,CUST0055,Yadav Brothers,SAL005874,4917.09,UPI,REF00005654
PAY005659,2025-01-17,CUST0055,Yadav Brothers,SAL005879,16679.96,NEFT,REF00005659
PAY005660,2025-01-14,CUST0055,Yadav Brothers,SAL005880,21943.78,UPI,REF00005660
PAY005662,2025-01-19,CUST0055,Yadav Brothers,SAL005882,11317.99,NEFT,REF00005662
PAY005664,2025-01-04,CUST0055,Yadav Brothers,SAL005884,12334.48,Cash,REF00005664
PAY005673,2025-03-24,CUST0055,Yadav Brothers,SAL005893,10257.17,NEFT,REF00005673
PAY005696,2025-05-25,CUST0055,Yadav Brothers,SAL005916,2735.94,Cash,REF00005696
PAY005707,2025-06-04,CUST0055,Yadav Brothers,SAL005927,5548.59,NEFT,REF00005707
PAY005710,2025-07-07,CUST0055,Yadav Brothers,SAL005930,4551.21,UPI,REF00005710
PAY005714,2025-07-06,CUST0055,Yadav Brothers,SAL005934,7591.08,NEFT,REF00005714
PAY005717,2025-07-15,CUST0055,Yadav Brothers,SAL005937,4102.56,Cash,REF00005717
PAY005724,2025-09-12,CUST0055,Yadav Brothers,SAL005944,22743.8,UPI,REF00005724
PAY005732,2025-10-20,CUST0055,Yadav Brothers,SAL005952,8708.0,Cheque,REF00005732
PAY005733,2025-11-18,CUST0055,Yadav Brothers,SAL005953,12783.75,UPI,REF00005733
PAY005738,2025-12-15,CUST0055,Yadav Brothers,SAL005958,12959.26,Cheque,REF00005738
PAY005750,2026-01-17,CUST0055,Yadav Brothers,SAL005970,22198.55,UPI,REF00005750
PAY005765,2026-03-01,CUST0055,Yadav Brothers,SAL005985,3015.28,UPI,REF00005765
PAY005769,2026-03-26,CUST0055,Yadav Brothers,SAL005989,579.42,Cash,REF00005769
PAY005778,2026-04-24,CUST0055,Yadav Brothers,SAL005998,23928.13,UPI,REF00005778
PAY005782,2026-06-03,CUST0055,Yadav Brothers,SAL006002,6750.55,Cheque,REF00005782
PAY005790,2026-06-15,CUST0055,Yadav Brothers,SAL006010,5392.1,Cheque,REF00005790
PAY005792,2026-06-07,CUST0055,Yadav Brothers,SAL006012,11143.01,NEFT,REF00005792
PAY005802,2026-08-23,CUST0055,Yadav Brothers,SAL006022,4984.0,Cash,REF00005802
PAY005808,2024-11-06,CUST0056,Sogani Traders,SAL006031,18537.1,UPI,REF00005808
PAY005812,2024-11-28,CUST0056,Sogani Traders,SAL006035,6702.71,Cheque,REF00005812
PAY005828,2025-08-06,CUST0056,Sogani Traders,SAL006051,15813.27,Cheque,REF00005828
PAY005829,2025-07-27,CUST0056,Sogani Traders,SAL006052,6350.36,UPI,REF00005829
PAY005834,2025-09-28,CUST0056,Sogani Traders,SAL006057,3047.66,Cash,REF00005834
PAY005840,2025-10-13,CUST0056,Sogani Traders,SAL006063,7590.12,Cheque,REF00005840
PAY005847,2026-01-13,CUST0056,Sogani Traders,SAL006070,4404.6,Cash,REF00005847
PAY005849,2026-04-14,CUST0056,Sogani Traders,SAL006072,30432.4,Cash,REF00005849
PAY005850,2026-04-17,CUST0056,Sogani Traders,SAL006073,3953.88,UPI,REF00005850
PAY005852,2026-04-30,CUST0056,Sogani Traders,SAL006075,13849.2,UPI,REF00005852
PAY005854,2026-05-27,CUST0056,Sogani Traders,SAL006077,5835.29,UPI,REF00005854
PAY005862,2024-12-29,CUST0057,Lodha Kirana,SAL006088,8297.75,NEFT,REF00005862
PAY005866,2025-01-24,CUST0057,Lodha Kirana,SAL006092,12148.77,NEFT,REF00005866
PAY005873,2025-04-07,CUST0057,Lodha Kirana,SAL006099,20725.84,Cash,REF00005873
PAY005875,2025-04-29,CUST0057,Lodha Kirana,SAL006101,13259.85,Cash,REF00005875
PAY005880,2025-06-18,CUST0057,Lodha Kirana,SAL006106,10217.06,Cash,REF00005880
PAY005892,2025-10-23,CUST0057,Lodha Kirana,SAL006118,29639.68,NEFT,REF00005892
PAY005894,2025-10-05,CUST0057,Lodha Kirana,SAL006120,3757.6,NEFT,REF00005894
PAY005897,2025-12-27,CUST0057,Lodha Kirana,SAL006123,3236.52,Cash,REF00005897
PAY005900,2025-12-20,CUST0057,Lodha Kirana,SAL006126,7585.9,Cash,REF00005900
PAY005901,2025-12-25,CUST0057,Lodha Kirana,SAL006127,3618.81,Cash,REF00005901
PAY005907,2026-02-16,CUST0057,Lodha Kirana,SAL006133,12697.94,Cheque,REF00005907
PAY005918,2026-04-29,CUST0057,Lodha Kirana,SAL006144,945.12,NEFT,REF00005918
PAY005919,2026-04-16,CUST0057,Lodha Kirana,SAL006145,4539.64,Cash,REF00005919
PAY005926,2026-06-06,CUST0057,Lodha Kirana,SAL006152,12331.76,Cash,REF00005926
PAY005933,2026-07-19,CUST0057,Lodha Kirana,SAL006159,9257.18,NEFT,REF00005933
PAY005937,2026-08-12,CUST0057,Lodha Kirana,SAL006163,1069.6,UPI,REF00005937
PAY005938,2024-10-28,CUST0058,Maheshwari Enterprises,SAL006169,9057.5,UPI,REF00005938
PAY005940,2024-11-03,CUST0058,Maheshwari Enterprises,SAL006171,7038.34,UPI,REF00005940
PAY005946,2024-11-21,CUST0058,Maheshwari Enterprises,SAL006177,7591.58,UPI,REF00005946
PAY005950,2024-11-17,CUST0058,Maheshwari Enterprises,SAL006181,6326.27,NEFT,REF00005950
PAY005964,2025-02-25,CUST0058,Maheshwari Enterprises,SAL006195,11749.24,UPI,REF00005964
PAY005967,2025-03-10,CUST0058,Maheshwari Enterprises,SAL006198,12821.02,Cheque,REF00005967
PAY005976,2025-05-15,CUST0058,Maheshwari Enterprises,SAL006207,6900.6,Cash,REF00005976
PAY005979,2025-07-06,CUST0058,Maheshwari Enterprises,SAL006210,8956.28,UPI,REF00005979
PAY005982,2025-06-22,CUST0058,Maheshwari Enterprises,SAL006213,17305.06,UPI,REF00005982
PAY005984,2025-07-19,CUST0058,Maheshwari Enterprises,SAL006215,1203.1,UPI,REF00005984
PAY005993,2025-11-02,CUST0058,Maheshwari Enterprises,SAL006224,10326.91,UPI,REF00005993
PAY005995,2025-10-28,CUST0058,Maheshwari Enterprises,SAL006226,11611.21,Cash,REF00005995
PAY005997,2025-11-29,CUST0058,Maheshwari Enterprises,SAL006228,34381.87,Cheque,REF00005997
PAY006003,2026-01-24,CUST0058,Maheshwari Enterprises,SAL006234,14830.92,UPI,REF00006003
PAY006013,2026-04-25,CUST0058,Maheshwari Enterprises,SAL006244,4312.0,Cash,REF00006013
PAY006030,2024-11-19,CUST0059,Verma Kirana,SAL006264,6230.57,NEFT,REF00006030
PAY006038,2024-12-03,CUST0059,Verma Kirana,SAL006270,33707.09,Cash,REF00006038
PAY006039,2024-11-18,CUST0059,Verma Kirana,SAL006271,3453.21,UPI,REF00006039
PAY006040,2024-12-21,CUST0059,Verma Kirana,SAL006272,3981.59,Cheque,REF00006040
PAY006041,2024-12-25,CUST0059,Verma Kirana,SAL006273,2714.18,Cheque,REF00006041
PAY006049,2025-02-11,CUST0059,Verma Kirana,SAL006279,1333.53,NEFT,REF00006049
PAY006055,2025-02-18,CUST0059,Verma Kirana,SAL006285,11283.66,Cash,REF00006055
PAY006061,2025-03-24,CUST0059,Verma Kirana,SAL006291,7945.84,UPI,REF00006061
PAY006067,2025-03-13,CUST0059,Verma Kirana,SAL006296,11101.52,NEFT,REF00006067
PAY006068,2025-03-13,CUST0059,Verma Kirana,SAL006296,4887.86,UPI,REF00006068
PAY006070,2025-03-19,CUST0059,Verma Kirana,SAL006298,1876.49,Cheque,REF00006070
PAY006090,2025-06-12,CUST0059,Verma Kirana,SAL006313,18370.56,Cash,REF00006090
PAY006114,2025-09-03,CUST0059,Verma Kirana,SAL006335,8545.68,UPI,REF00006114
PAY006126,2025-10-24,CUST0059,Verma Kirana,SAL006344,8262.48,NEFT,REF00006126
PAY006140,2025-11-15,CUST0059,Verma Kirana,SAL006353,9445.18,Cash,REF00006140
PAY006149,2026-03-17,CUST0059,Verma Kirana,SAL006361,5707.95,Cash,REF00006149
PAY006150,2026-03-17,CUST0059,Verma Kirana,SAL006361,4391.33,Cheque,REF00006150
PAY006153,2026-02-26,CUST0059,Verma Kirana,SAL006363,7020.12,UPI,REF00006153
PAY006154,2026-02-26,CUST0059,Verma Kirana,SAL006363,12031.86,Cheque,REF00006154
PAY006161,2026-04-06,CUST0059,Verma Kirana,SAL006368,3979.76,NEFT,REF00006161
PAY006169,2026-04-22,CUST0059,Verma Kirana,SAL006375,6471.5,Cash,REF00006169
PAY006181,2026-06-24,CUST0059,Verma Kirana,SAL006385,6101.4,UPI,REF00006181
PAY006189,2026-06-07,CUST0059,Verma Kirana,SAL006391,7897.41,UPI,REF00006189
PAY006190,2026-06-07,CUST0059,Verma Kirana,SAL006391,5053.59,UPI,REF00006190
PAY006197,2026-07-29,CUST0059,Verma Kirana,SAL006398,4721.34,UPI,REF00006197
PAY006209,2024-12-08,CUST0060,Bohra General Store,SAL006412,1895.53,Cash,REF00006209
PAY006210,2024-12-08,CUST0060,Bohra General Store,SAL006412,2040.81,NEFT,REF00006210
PAY006212,2024-11-14,CUST0060,Bohra General Store,SAL006414,2533.11,Cash,REF00006212
PAY006216,2024-12-19,CUST0060,Bohra General Store,SAL006417,8257.19,Cash,REF00006216
PAY006217,2024-12-19,CUST0060,Bohra General Store,SAL006417,4313.72,Cheque,REF00006217
PAY006227,2025-02-08,CUST0060,Bohra General Store,SAL006426,5203.52,Cheque,REF00006227
PAY006232,2025-03-25,CUST0060,Bohra General Store,SAL006430,1161.0,UPI,REF00006232
PAY006233,2025-03-25,CUST0060,Bohra General Store,SAL006430,1406.41,UPI,REF00006233
PAY006236,2025-04-09,CUST0060,Bohra General Store,SAL006432,2800.98,Cheque,REF00006236
PAY006243,2025-06-13,CUST0060,Bohra General Store,SAL006438,29583.65,Cheque,REF00006243
PAY006252,2025-07-03,CUST0060,Bohra General Store,SAL006446,30261.17,NEFT,REF00006252
PAY006269,2025-10-14,CUST0060,Bohra General Store,SAL006461,1427.82,Cash,REF00006269
PAY006270,2025-10-14,CUST0060,Bohra General Store,SAL006461,1449.41,UPI,REF00006270
PAY006278,2025-12-02,CUST0060,Bohra General Store,SAL006466,6990.1,NEFT,REF00006278
PAY006300,2026-08-18,CUST0060,Bohra General Store,SAL006487,7948.64,Cheque,REF00006300
PAY006307,2025-01-14,CUST0061,Bohra Medical Store,SAL006501,23734.74,NEFT,REF00006307
PAY006309,2025-01-23,CUST0061,Bohra Medical Store,SAL006503,10323.91,UPI,REF00006309
PAY006313,2025-02-28,CUST0061,Bohra Medical Store,SAL006507,1269.33,UPI,REF00006313
PAY006329,2026-02-26,CUST0061,Bohra Medical Store,SAL006523,5762.12,UPI,REF00006329
PAY006337,2026-08-05,CUST0061,Bohra Medical Store,SAL006531,3598.51,Cheque,REF00006337
PAY006338,2025-01-03,CUST0062,Jain Kirana,SAL006536,2714.88,Cash,REF00006338
PAY006343,2025-01-16,CUST0062,Jain Kirana,SAL006539,15123.79,UPI,REF00006343
PAY006373,2025-09-06,CUST0062,Jain Kirana,SAL006562,1621.95,NEFT,REF00006373
PAY006374,2025-09-06,CUST0062,Jain Kirana,SAL006562,863.31,UPI,REF00006374
PAY006380,2025-09-29,CUST0062,Jain Kirana,SAL006566,4831.19,Cheque,REF00006380
PAY006381,2025-12-06,CUST0062,Jain Kirana,SAL006567,4480.81,Cash,REF00006381
PAY006382,2025-12-06,CUST0062,Jain Kirana,SAL006567,5776.29,UPI,REF00006382
PAY006387,2026-02-16,CUST0062,Jain Kirana,SAL006571,30985.47,Cash,REF00006387
PAY006393,2025-12-25,CUST0062,Jain Kirana,SAL006576,2572.28,NEFT,REF00006393
PAY006396,2026-02-14,CUST0062,Jain Kirana,SAL006578,25536.62,NEFT,REF00006396
PAY006400,2026-02-27,CUST0062,Jain Kirana,SAL006581,12014.19,Cheque,REF00006400
PAY006408,2026-06-29,CUST0062,Jain Kirana,SAL006588,3065.89,Cash,REF00006408
PAY006409,2026-06-29,CUST0062,Jain Kirana,SAL006588,1776.84,Cheque,REF00006409
PAY006427,2024-12-26,CUST0065,Patel Traders,SAL006617,22256.59,Cash,REF00006427
PAY006431,2025-01-24,CUST0065,Patel Traders,SAL006621,12651.18,NEFT,REF00006431
PAY006436,2025-02-23,CUST0065,Patel Traders,SAL006626,1097.6,UPI,REF00006436
PAY006440,2025-03-28,CUST0065,Patel Traders,SAL006630,5003.6,Cash,REF00006440
PAY006455,2025-06-30,CUST0065,Patel Traders,SAL006645,5414.17,NEFT,REF00006455
PAY006458,2025-07-25,CUST0065,Patel Traders,SAL006648,3329.55,NEFT,REF00006458
PAY006464,2025-08-08,CUST0065,Patel Traders,SAL006654,9221.52,UPI,REF00006464
PAY006466,2025-09-26,CUST0065,Patel Traders,SAL006656,5484.21,Cash,REF00006466
PAY006468,2025-09-08,CUST0065,Patel Traders,SAL006658,24804.61,NEFT,REF00006468
PAY006474,2025-10-05,CUST0065,Patel Traders,SAL006664,7149.56,Cheque,REF00006474
PAY006475,2025-11-02,CUST0065,Patel Traders,SAL006665,7706.7,NEFT,REF00006475
PAY006476,2025-10-31,CUST0065,Patel Traders,SAL006666,15012.36,Cheque,REF00006476
PAY006482,2025-11-15,CUST0065,Patel Traders,SAL006672,19809.14,NEFT,REF00006482
PAY006484,2025-12-27,CUST0065,Patel Traders,SAL006674,5723.2,Cheque,REF00006484
PAY006492,2026-03-01,CUST0065,Patel Traders,SAL006682,17409.64,NEFT,REF00006492
PAY006506,2026-04-08,CUST0065,Patel Traders,SAL006696,2198.65,Cash,REF00006506
PAY006509,2026-04-21,CUST0065,Patel Traders,SAL006699,11303.83,NEFT,REF00006509
PAY006512,2026-05-08,CUST0065,Patel Traders,SAL006702,16130.77,Cash,REF00006512
PAY006515,2026-07-09,CUST0065,Patel Traders,SAL006705,8084.28,UPI,REF00006515
PAY006522,2026-08-10,CUST0065,Patel Traders,SAL006712,26948.05,Cheque,REF00006522
PAY006533,2024-12-25,CUST0066,Rathi Kirana,SAL006727,9027.69,NEFT,REF00006533
PAY006537,2025-02-05,CUST0066,Rathi Kirana,SAL006731,5717.7,Cash,REF00006537
PAY006538,2025-03-24,CUST0066,Rathi Kirana,SAL006732,12039.43,Cash,REF00006538
PAY006540,2025-04-24,CUST0066,Rathi Kirana,SAL006734,30250.0,Cheque,REF00006540
PAY006542,2025-06-17,CUST0066,Rathi Kirana,SAL006736,23598.71,Cheque,REF00006542
PAY006547,2025-08-04,CUST0066,Rathi Kirana,SAL006741,4307.57,UPI,REF00006547
PAY006559,2026-04-25,CUST0066,Rathi Kirana,SAL006753,7381.98,Cheque,REF00006559
PAY006572,2025-02-16,CUST0067,Verma Departmental Store,SAL006768,2887.36,Cheque,REF00006572
PAY006573,2025-04-12,CUST0067,Verma Departmental Store,SAL006769,4352.66,UPI,REF00006573
PAY006576,2025-05-10,CUST0067,Verma Departmental Store,SAL006772,5948.66,NEFT,REF00006576
PAY006578,2025-06-22,CUST0067,Verma Departmental Store,SAL006774,15615.16,UPI,REF00006578
PAY006579,2025-06-26,CUST0067,Verma Departmental Store,SAL006775,6304.91,Cheque,REF00006579
PAY006584,2025-09-12,CUST0067,Verma Departmental Store,SAL006780,3473.29,UPI,REF00006584
PAY006587,2025-11-12,CUST0067,Verma Departmental Store,SAL006783,2627.49,NEFT,REF00006587
PAY006588,2025-11-14,CUST0067,Verma Departmental Store,SAL006784,12463.68,UPI,REF00006588
PAY006589,2025-12-06,CUST0067,Verma Departmental Store,SAL006785,6650.25,UPI,REF00006589
PAY006591,2025-12-31,CUST0067,Verma Departmental Store,SAL006787,6383.28,Cheque,REF00006591
PAY006595,2026-06-17,CUST0067,Verma Departmental Store,SAL006791,7963.87,NEFT,REF00006595
PAY006602,2024-10-10,CUST0068,Saini Traders,SAL006802,9864.12,Cheque,REF00006602
PAY006638,2025-03-22,CUST0068,Saini Traders,SAL006838,10680.25,NEFT,REF00006638
PAY006641,2025-04-01,CUST0068,Saini Traders,SAL006841,7145.75,Cheque,REF00006641
PAY006648,2025-04-15,CUST0068,Saini Traders,SAL006848,6628.84,NEFT,REF00006648
PAY006662,2025-06-09,CUST0068,Saini Traders,SAL006862,315.0,Cash,REF00006662
PAY006676,2025-08-01,CUST0068,Saini Traders,SAL006876,22318.75,Cash,REF00006676
PAY006684,2025-10-03,CUST0068,Saini Traders,SAL006884,5075.93,NEFT,REF00006684
PAY006692,2025-09-30,CUST0068,Saini Traders,SAL006892,14242.93,UPI,REF00006692
PAY006702,2025-12-01,CUST0068,Saini Traders,SAL006902,7558.25,Cheque,REF00006702
PAY006705,2025-11-16,CUST0068,Saini Traders,SAL006905,712.62,Cash,REF00006705
PAY006712,2025-12-06,CUST0068,Saini Traders,SAL006912,18332.24,UPI,REF00006712
PAY006714,2026-01-18,CUST0068,Saini Traders,SAL006914,8402.32,UPI,REF00006714
PAY006723,2026-02-10,CUST0068,Saini Traders,SAL006923,12616.15,NEFT,REF00006723
PAY006724,2026-03-12,CUST0068,Saini Traders,SAL006924,12002.16,Cash,REF00006724
PAY006728,2026-04-02,CUST0068,Saini Traders,SAL006928,5854.98,NEFT,REF00006728
PAY006740,2026-05-03,CUST0068,Saini Traders,SAL006940,4861.28,NEFT,REF00006740
PAY006750,2026-06-05,CUST0068,Saini Traders,SAL006950,26912.86,Cheque,REF00006750
PAY006759,2026-06-22,CUST0068,Saini Traders,SAL006959,11842.95,NEFT,REF00006759
PAY006763,2026-07-16,CUST0068,Saini Traders,SAL006963,1529.08,NEFT,REF00006763
PAY006765,2026-07-27,CUST0068,Saini Traders,SAL006965,7801.36,UPI,REF00006765
PAY006769,2026-07-26,CUST0068,Saini Traders,SAL006969,13107.76,Cash,REF00006769
PAY006772,2026-08-11,CUST0068,Saini Traders,SAL006972,4801.26,UPI,REF00006772
PAY006778,2024-11-04,CUST0069,Mittal Cold Store,SAL006990,753.06,NEFT,REF00006778
PAY006785,2024-12-09,CUST0069,Mittal Cold Store,SAL006997,16350.0,UPI,REF00006785
PAY006799,2025-03-06,CUST0069,Mittal Cold Store,SAL007011,13073.96,NEFT,REF00006799
PAY006807,2025-03-31,CUST0069,Mittal Cold Store,SAL007019,5853.25,UPI,REF00006807
PAY006815,2025-05-22,CUST0069,Mittal Cold Store,SAL007027,12285.37,NEFT,REF00006815
PAY006821,2025-06-26,CUST0069,Mittal Cold Store,SAL007033,1481.76,NEFT,REF00006821
PAY006822,2025-07-11,CUST0069,Mittal Cold Store,SAL007034,3593.79,NEFT,REF00006822
PAY006823,2025-08-05,CUST0069,Mittal Cold Store,SAL007035,18446.18,Cash,REF00006823
PAY006828,2025-08-17,CUST0069,Mittal Cold Store,SAL007040,20499.85,Cash,REF00006828
PAY006831,2025-09-06,CUST0069,Mittal Cold Store,SAL007043,11023.7,NEFT,REF00006831
PAY006836,2025-10-24,CUST0069,Mittal Cold Store,SAL007048,17147.2,NEFT,REF00006836
PAY006838,2025-10-31,CUST0069,Mittal Cold Store,SAL007050,6206.12,Cash,REF00006838
PAY006839,2025-11-29,CUST0069,Mittal Cold Store,SAL007051,11616.81,NEFT,REF00006839
PAY006845,2025-12-29,CUST0069,Mittal Cold Store,SAL007057,14142.35,UPI,REF00006845
PAY006850,2026-02-03,CUST0069,Mittal Cold Store,SAL007062,9640.56,Cheque,REF00006850
PAY006854,2026-01-19,CUST0069,Mittal Cold Store,SAL007066,11790.1,NEFT,REF00006854
PAY006861,2026-03-04,CUST0069,Mittal Cold Store,SAL007073,2152.64,Cheque,REF00006861
PAY006871,2026-04-24,CUST0069,Mittal Cold Store,SAL007083,23421.78,NEFT,REF00006871
PAY006881,2026-06-07,CUST0069,Mittal Cold Store,SAL007093,22600.45,Cash,REF00006881
PAY006893,2024-10-31,CUST0070,Patel Provisions,SAL007113,6103.69,Cheque,REF00006893
PAY006894,2024-10-23,CUST0070,Patel Provisions,SAL007114,24396.62,Cash,REF00006894
