scenario_id,customer_id,scenario_type,notes
SC0265,CUST0278,recent_invoice,"Outstanding=21842,MaxDaysOv=0,Partial=0,Overdue=0"
SC0266,CUST0279,severely_overdue,"Outstanding=20692,MaxDaysOv=495,Partial=4,Overdue=0"
SC0267,CUST0280,severely_overdue,"Outstanding=4877,MaxDaysOv=564,Partial=2,Overdue=0"
SC0268,CUST0281,severely_overdue,"Outstanding=21830,MaxDaysOv=348,Partial=3,Overdue=0"
SC0269,CUST0282,severely_overdue,"Outstanding=15079,MaxDaysOv=656,Partial=4,Overdue=0"
SC0270,CUST0283,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0271,CUST0284,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0272,CUST0285,severely_overdue,"Outstanding=5872,MaxDaysOv=532,Partial=3,Overdue=0"
SC0273,CUST0286,severely_overdue,"Outstanding=718,MaxDaysOv=544,Partial=1,Overdue=0"
SC0274,CUST0287,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0275,CUST0288,severely_overdue,"Outstanding=30296,MaxDaysOv=563,Partial=4,Overdue=0"
SC0276,CUST0289,severely_overdue,"Outstanding=12922,MaxDaysOv=569,Partial=4,Overdue=0"
SC0277,CUST0290,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0278,CUST0291,severely_overdue,"Outstanding=32528,MaxDaysOv=621,Partial=4,Overdue=0"
SC0279,CUST0292,severely_overdue,"Outstanding=3294,MaxDaysOv=667,Partial=2,Overdue=0"
SC0280,CUST0293,severely_overdue,"Outstanding=15118,MaxDaysOv=550,Partial=5,Overdue=0"
SC0281,CUST0294,severely_overdue,"Outstanding=45402,MaxDaysOv=368,Partial=4,Overdue=2"
SC0282,CUST0295,severely_overdue,"Outstanding=14588,MaxDaysOv=644,Partial=2,Overdue=0"
SC0283,CUST0296,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0284,CUST0297,severely_overdue,"Outstanding=6340,MaxDaysOv=455,Partial=3,Overdue=0"
SC0285,CUST0298,severely_overdue,"Outstanding=6833,MaxDaysOv=285,Partial=1,Overdue=0"
SC0286,CUST0299,severely_overdue,"Outstanding=12910,MaxDaysOv=539,Partial=4,Overdue=0"
SC0287,CUST0300,severely_overdue,"Outstanding=24349,MaxDaysOv=297,Partial=3,Overdue=0"
SC0288,CUST0301,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0289,CUST0302,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0290,CUST0304,severely_overdue,"Outstanding=23032,MaxDaysOv=617,Partial=4,Overdue=0"
SC0291,CUST0305,severely_overdue,"Outstanding=19749,MaxDaysOv=612,Partial=6,Overdue=0"
SC0292,CUST0306,severely_overdue,"Outstanding=8127,MaxDaysOv=389,Partial=2,Overdue=0"
SC0293,CUST0307,partial_payer,"Outstanding=7003,MaxDaysOv=113,Partial=3,Overdue=0"
SC0294,CUST0308,severely_overdue,"Outstanding=28896,MaxDaysOv=684,Partial=2,Overdue=0"
SC0295,CUST0309,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0296,CUST0310,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0297,CUST0311,severely_overdue,"Outstanding=27855,MaxDaysOv=420,Partial=4,Overdue=1"
SC0298,CUST0312,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0299,CUST0313,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0300,CUST0314,severely_overdue,"Outstanding=34196,MaxDaysOv=682,Partial=7,Overdue=0"
SC0301,CUST0315,severely_overdue,"Outstanding=10918,MaxDaysOv=238,Partial=2,Overdue=0"
SC0302,CUST0316,severely_overdue,"Outstanding=29469,MaxDaysOv=628,Partial=5,Overdue=0"
SC0303,CUST0317,severely_overdue,"Outstanding=20853,MaxDaysOv=681,Partial=3,Overdue=1"
SC0304,CUST0318,severely_overdue,"Outstanding=4715,MaxDaysOv=237,Partial=1,Overdue=0"
SC0305,CUST0319,severely_overdue,"Outstanding=8804,MaxDaysOv=644,Partial=1,Overdue=0"
SC0306,CUST0320,severely_overdue,"Outstanding=1001,MaxDaysOv=590,Partial=1,Overdue=0"
SC0307,CUST0321,severely_overdue,"Outstanding=2264,MaxDaysOv=584,Partial=1,Overdue=0"
SC0308,CUST0322,severely_overdue,"Outstanding=5400,MaxDaysOv=534,Partial=2,Overdue=0"
SC0309,CUST0323,severely_overdue,"Outstanding=28451,MaxDaysOv=507,Partial=5,Overdue=0"
SC0310,CUST0324,severely_overdue,"Outstanding=12326,MaxDaysOv=408,Partial=3,Overdue=0"
SC0311,CUST0325,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0312,CUST0326,severely_overdue,"Outstanding=39395,MaxDaysOv=675,Partial=6,Overdue=1"
SC0313,CUST0327,payment_link_candidate,"Outstanding=13282,MaxDaysOv=15,Partial=0,Overdue=1"
SC0314,CUST0328,severely_overdue,"Outstanding=4135,MaxDaysOv=208,Partial=1,Overdue=0"
SC0315,CUST0329,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0316,CUST0330,severely_overdue,"Outstanding=13483,MaxDaysOv=661,Partial=2,Overdue=0"
SC0317,CUST0331,severely_overdue,"Outstanding=158,MaxDaysOv=611,Partial=1,Overdue=0"
SC0318,CUST0332,severely_overdue,"Outstanding=23924,MaxDaysOv=536,Partial=3,Overdue=0"
SC0319,CUST0333,severely_overdue,"Outstanding=17651,MaxDaysOv=560,Partial=2,Overdue=0"
SC0320,CUST0334,severely_overdue,"Outstanding=10508,MaxDaysOv=683,Partial=2,Overdue=0"
SC0321,CUST0335,severely_overdue,"Outstanding=8296,MaxDaysOv=494,Partial=1,Overdue=0"
SC0322,CUST0336,severely_overdue,"Outstanding=12110,MaxDaysOv=514,Partial=2,Overdue=0"
SC0323,CUST0337,severely_overdue,"Outstanding=8124,MaxDaysOv=659,Partial=2,Overdue=0"
SC0324,CUST0338,severely_overdue,"Outstanding=16413,MaxDaysOv=512,Partial=3,Overdue=0"
SC0325,CUST0339,recent_invoice,"Outstanding=27910,MaxDaysOv=75,Partial=1,Overdue=0"
SC0326,CUST0340,severely_overdue,"Outstanding=37384,MaxDaysOv=343,Partial=3,Overdue=0"
SC0327,CUST0342,severely_overdue,"Outstanding=11329,MaxDaysOv=458,Partial=3,Overdue=0"
SC0328,CUST0343,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0329,CUST0344,severely_overdue,"Outstanding=32540,MaxDaysOv=571,Partial=7,Overdue=0"
SC0330,CUST0345,severely_overdue,"Outstanding=17223,MaxDaysOv=681,Partial=4,Overdue=0"
SC0331,CUST0346,severely_overdue,"Outstanding=17071,MaxDaysOv=554,Partial=4,Overdue=0"
SC0332,CUST0347,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0333,CUST0348,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0334,CUST0349,do_not_contact,"Outstanding=9139,MaxDaysOv=105,Partial=1,Overdue=0"
SC0335,CUST0350,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0336,CUST0351,severely_overdue,"Outstanding=21616,MaxDaysOv=675,Partial=4,Overdue=1"
SC0337,CUST0352,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0338,CUST0353,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0339,CUST0354,severely_overdue,"Outstanding=5689,MaxDaysOv=357,Partial=3,Overdue=0"
SC0340,CUST0355,severely_overdue,"Outstanding=16329,MaxDaysOv=226,Partial=1,Overdue=0"
SC0341,CUST0356,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0342,CUST0357,payment_link_candidate,"Outstanding=3236,MaxDaysOv=113,Partial=2,Overdue=0"
SC0343,CUST0358,severely_overdue,"Outstanding=944,MaxDaysOv=226,Partial=1,Overdue=0"
SC0344,CUST0359,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0345,CUST0360,severely_overdue,"Outstanding=42801,MaxDaysOv=541,Partial=4,Overdue=0"
SC0346,CUST0361,severely_overdue,"Outstanding=10391,MaxDaysOv=549,Partial=2,Overdue=0"
SC0347,CUST0362,severely_overdue,"Outstanding=86643,MaxDaysOv=687,Partial=5,Overdue=3"
SC0348,CUST0363,severely_overdue,"Outstanding=7352,MaxDaysOv=652,Partial=1,Overdue=0"
SC0349,CUST0364,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0350,CUST0365,payment_link_candidate,"Outstanding=7401,MaxDaysOv=36,Partial=1,Overdue=0"
SC0351,CUST0366,severely_overdue,"Outstanding=4594,MaxDaysOv=646,Partial=1,Overdue=0"
SC0352,CUST0367,severely_overdue,"Outstanding=29420,MaxDaysOv=639,Partial=4,Overdue=0"
SC0353,CUST0368,severely_overdue,"Outstanding=6223,MaxDaysOv=486,Partial=3,Overdue=0"
SC0354,CUST0369,severely_overdue,"Outstanding=14495,MaxDaysOv=466,Partial=5,Overdue=0"
SC0355,CUST0370,severely_overdue,"Outstanding=15308,MaxDaysOv=424,Partial=2,Overdue=0"
SC0356,CUST0371,severely_overdue,"Outstanding=19911,MaxDaysOv=492,Partial=3,Overdue=0"
SC0357,CUST0372,severely_overdue,"Outstanding=4384,MaxDaysOv=688,Partial=1,Overdue=0"
SC0358,CUST0373,severely_overdue,"Outstanding=16528,MaxDaysOv=592,Partial=3,Overdue=0"
SC0359,CUST0374,severely_overdue,"Outstanding=23036,MaxDaysOv=613,Partial=5,Overdue=0"
SC0360,CUST0375,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0361,CUST0376,small_low_risk,"Outstanding=0,MaxDaysOv=0,Partial=0,Overdue=0"
SC0362,CUST0377,severely_overdue,"Outstanding=22351,MaxDaysOv=374,Partial=4,Overdue=0"
SC0363,CUST0378,payment_link_candidate,"Outstanding=5677,MaxDaysOv=21,Partial=0,Overdue=1"
SC0364,CUST0379,severely_overdue,"Outstanding=5047,MaxDaysOv=536,Partial=1,Overdue=0"
SC0365,CUST0380,severely_overdue,"Outstanding=14333,MaxDaysOv=464,Partial=2,Overdue=0"
