invoice_no,date,customer_name,customer_area,product_name,category,company,size_variant,quantity,purchase_price,sale_price,discount_pct,salesperson,payment_status,payment_due_date
INV-01087,2026-02-22,Jain Provisions,C-Scheme,Yippee Noodles,Snacks,ITC,70g,29,12.0,15.55,8.5,Vijay Singh,PAID,2026-03-24
INV-01088,2026-02-23,Sharma General Store,Mansarovar,Knorr Soup,Snacks,HUL,44g,37,34.0,45.46,5.3,Ramesh Kumar,PENDING,2026-03-25
INV-01088,2026-02-23,Sharma General Store,Mansarovar,Vim Dishwash Bar,Home Care,HUL,300g,13,18.0,25.2,10.0,Suresh Sharma,PENDING,2026-03-25
INV-01088,2026-02-23,Sharma General Store,Mansarovar,Kurkure Masala,Snacks,PepsiCo,90g,38,19.0,24.79,8.2,Vijay Singh,PENDING,2026-03-25
INV-01088,2026-02-23,Sharma General Store,Mansarovar,Amul Cheese Slice,Dairy,Amul,200g,37,129.0,155.1,6.0,Vijay Singh,PENDING,2026-03-25
INV-01089,2026-02-24,Verma Kirana,Malviya Nagar,Marie Gold Biscuit,Snacks,Britannia,250g,55,24.0,30.16,11.3,Vijay Singh,PAID,2026-03-26
INV-01089,2026-02-24,Verma Kirana,Malviya Nagar,Surf Excel,Home Care,HUL,1kg,45,91.0,132.72,5.2,Suresh Sharma,PAID,2026-03-26
INV-01089,2026-02-24,Verma Kirana,Malviya Nagar,Frooti Mango Drink,Beverages,Parle,200ml,21,9.0,11.47,11.8,Vijay Singh,PAID,2026-03-26
INV-01089,2026-02-24,Verma Kirana,Malviya Nagar,Amul Butter,Dairy,Amul,500g,41,211.0,252.18,6.6,Ramesh Kumar,PAID,2026-03-26
INV-01090,2026-02-24,Mehta Provision Store,Sanganer,Cornetto Ice Cream,Dairy,HUL,65ml,41,31.0,35.36,11.6,Ramesh Kumar,OVERDUE,2026-03-26
INV-01090,2026-02-24,Mehta Provision Store,Sanganer,Amul Cheese Slice,Dairy,Amul,200g,17,129.0,156.58,5.1,Suresh Sharma,OVERDUE,2026-03-26
INV-01090,2026-02-24,Mehta Provision Store,Sanganer,Real Fruit Juice,Beverages,Dabur,1L,31,66.0,89.21,6.1,Vijay Singh,OVERDUE,2026-03-26
INV-01090,2026-02-24,Mehta Provision Store,Sanganer,Vim Dishwash Bar,Home Care,HUL,300g,18,18.0,25.79,7.9,Vijay Singh,OVERDUE,2026-03-26
INV-01090,2026-02-24,Mehta Provision Store,Sanganer,Marie Gold Biscuit,Snacks,Britannia,250g,35,24.0,30.23,11.1,Vijay Singh,OVERDUE,2026-03-26
INV-01090,2026-02-24,Mehta Provision Store,Sanganer,Dettol Soap,Personal Care,Reckitt,125g,51,31.0,45.41,5.4,Ramesh Kumar,OVERDUE,2026-03-26
INV-01090,2026-02-24,Mehta Provision Store,Sanganer,Maggi Noodles,Snacks,Nestle,70g,38,11.0,14.96,6.5,Suresh Sharma,OVERDUE,2026-03-26
INV-01091,2026-02-25,Rao Wholesale,Jhotwara,Dettol Soap,Personal Care,Reckitt,125g,18,31.0,43.3,9.8,Suresh Sharma,PENDING,2026-03-27
INV-01091,2026-02-25,Rao Wholesale,Jhotwara,Lifebuoy Soap,Personal Care,HUL,100g,25,18.0,25.65,8.4,Vijay Singh,PENDING,2026-03-27
INV-01091,2026-02-25,Rao Wholesale,Jhotwara,Knorr Soup,Snacks,HUL,44g,55,34.0,43.15,10.1,Suresh Sharma,PENDING,2026-03-27
INV-01091,2026-02-25,Rao Wholesale,Jhotwara,Tropicana Orange Juice,Beverages,PepsiCo,1L,12,77.0,100.1,9.0,Vijay Singh,PENDING,2026-03-27
INV-01092,2026-02-26,Gupta Supermarket,Vaishali Nagar,Hajmola Candy,FMCG,Dabur,100pcs,23,35.0,39.73,11.7,Ramesh Kumar,PAID,2026-03-28
INV-01092,2026-02-26,Gupta Supermarket,Vaishali Nagar,Knorr Soup,Snacks,HUL,44g,27,34.0,42.48,11.5,Vijay Singh,PAID,2026-03-28
INV-01092,2026-02-26,Gupta Supermarket,Vaishali Nagar,Kissan Jam,FMCG,HUL,500g,21,94.0,107.76,10.2,Ramesh Kumar,PAID,2026-03-28
INV-01092,2026-02-26,Gupta Supermarket,Vaishali Nagar,Vim Dishwash Bar,Home Care,HUL,300g,17,18.0,24.98,10.8,Suresh Sharma,PAID,2026-03-28
INV-01092,2026-02-26,Gupta Supermarket,Vaishali Nagar,Lifebuoy Soap,Personal Care,HUL,100g,40,18.0,25.23,9.9,Ramesh Kumar,PAID,2026-03-28
INV-01093,2026-02-26,Sharma General Store,Mansarovar,Amul Butter,Dairy,Amul,500g,8,211.0,254.61,5.7,Suresh Sharma,PAID,2026-03-28
INV-01093,2026-02-26,Sharma General Store,Mansarovar,Dettol Soap,Personal Care,Reckitt,125g,50,31.0,44.02,8.3,Vijay Singh,PAID,2026-03-28
INV-01093,2026-02-26,Sharma General Store,Mansarovar,Knorr Soup,Snacks,HUL,44g,54,34.0,45.12,6.0,Vijay Singh,PAID,2026-03-28
INV-01093,2026-02-26,Sharma General Store,Mansarovar,Maggi Noodles,Snacks,Nestle,70g,15,11.0,14.75,7.8,Suresh Sharma,PAID,2026-03-28
INV-01093,2026-02-26,Sharma General Store,Mansarovar,Marie Gold Biscuit,Snacks,Britannia,250g,35,24.0,30.74,9.6,Suresh Sharma,PAID,2026-03-28
INV-01093,2026-02-26,Sharma General Store,Mansarovar,Sunfeast Dark Fantasy,Snacks,ITC,150g,25,31.0,41.85,7.0,Ramesh Kumar,PAID,2026-03-28
INV-01093,2026-02-26,Sharma General Store,Mansarovar,Cornetto Ice Cream,Dairy,HUL,65ml,54,31.0,37.76,5.6,Vijay Singh,PAID,2026-03-28
INV-01094,2026-02-26,Verma Kirana,Malviya Nagar,Cornetto Ice Cream,Dairy,HUL,65ml,16,31.0,35.36,11.6,Suresh Sharma,PENDING,2026-03-28
INV-01094,2026-02-26,Verma Kirana,Malviya Nagar,Maggi Noodles,Snacks,Nestle,70g,7,11.0,15.18,5.1,Vijay Singh,PENDING,2026-03-28
INV-01094,2026-02-26,Verma Kirana,Malviya Nagar,Lays Classic,Snacks,PepsiCo,26g,43,9.0,12.25,5.8,Suresh Sharma,PENDING,2026-03-28
INV-01094,2026-02-26,Verma Kirana,Malviya Nagar,Frooti Mango Drink,Beverages,Parle,200ml,23,9.0,11.93,8.2,Vijay Singh,PENDING,2026-03-28
INV-01094,2026-02-26,Verma Kirana,Malviya Nagar,Kissan Jam,FMCG,HUL,500g,39,94.0,109.56,8.7,Ramesh Kumar,PENDING,2026-03-28
INV-01094,2026-02-26,Verma Kirana,Malviya Nagar,Knorr Soup,Snacks,HUL,44g,59,34.0,43.92,8.5,Suresh Sharma,PENDING,2026-03-28
INV-01094,2026-02-26,Verma Kirana,Malviya Nagar,Real Fruit Juice,Beverages,Dabur,1L,17,66.0,84.84,10.7,Suresh Sharma,PENDING,2026-03-28
INV-01095,2026-02-26,Jain Provisions,C-Scheme,Good Day Biscuit,Snacks,Britannia,200g,55,27.0,23.56,38.0,Vijay Singh,PAID,2026-03-28
INV-01095,2026-02-26,Jain Provisions,C-Scheme,Clinic Plus Shampoo,Personal Care,HUL,175ml,53,51.0,48.36,38.0,Vijay Singh,PAID,2026-03-28
INV-01095,2026-02-26,Jain Provisions,C-Scheme,Tropicana Orange Juice,Beverages,PepsiCo,1L,59,77.0,68.2,38.0,Suresh Sharma,PAID,2026-03-28
INV-01095,2026-02-26,Jain Provisions,C-Scheme,Lays Classic,Snacks,PepsiCo,26g,57,9.0,8.06,38.0,Suresh Sharma,PAID,2026-03-28
INV-01095,2026-02-26,Jain Provisions,C-Scheme,Parle-G Biscuit,Snacks,Parle,800g,10,38.0,34.1,38.0,Ramesh Kumar,PAID,2026-03-28
INV-01096,2026-02-26,Mehta Provision Store,Sanganer,Aashirvaad Atta,FMCG,ITC,5kg,5,203.0,242.32,6.8,Ramesh Kumar,OVERDUE,2026-03-28
INV-01096,2026-02-26,Mehta Provision Store,Sanganer,Dabur Honey,FMCG,Dabur,500g,33,176.0,201.83,10.3,Suresh Sharma,OVERDUE,2026-03-28
INV-01096,2026-02-26,Mehta Provision Store,Sanganer,Dettol Soap,Personal Care,Reckitt,125g,24,31.0,43.63,9.1,Vijay Singh,OVERDUE,2026-03-28
INV-01097,2026-02-26,Singh Brothers,Sitapura,Hajmola Candy,FMCG,Dabur,100pcs,24,35.0,42.26,6.1,Vijay Singh,OVERDUE,2026-03-28
INV-01097,2026-02-26,Singh Brothers,Sitapura,Tropicana Orange Juice,Beverages,PepsiCo,1L,37,77.0,97.35,11.5,Vijay Singh,OVERDUE,2026-03-28
INV-01097,2026-02-26,Singh Brothers,Sitapura,Dettol Soap,Personal Care,Reckitt,125g,54,31.0,44.54,7.2,Ramesh Kumar,OVERDUE,2026-03-28
INV-01097,2026-02-26,Singh Brothers,Sitapura,Maggi Noodles,Snacks,Nestle,70g,45,11.0,14.18,11.4,Suresh Sharma,OVERDUE,2026-03-28
INV-01097,2026-02-26,Singh Brothers,Sitapura,Marie Gold Biscuit,Snacks,Britannia,250g,28,24.0,30.84,9.3,Ramesh Kumar,OVERDUE,2026-03-28
INV-01097,2026-02-26,Singh Brothers,Sitapura,Surf Excel,Home Care,HUL,1kg,13,91.0,128.38,8.3,Suresh Sharma,OVERDUE,2026-03-28
INV-01097,2026-02-26,Singh Brothers,Sitapura,7UP PET Bottle,Beverages,PepsiCo,750ml,52,28.0,35.24,11.9,Suresh Sharma,OVERDUE,2026-03-28
INV-01098,2026-02-27,Sharma General Store,Mansarovar,Marie Gold Biscuit,Snacks,Britannia,250g,38,24.0,31.25,8.1,Vijay Singh,PAID,2026-03-29
INV-01098,2026-02-27,Sharma General Store,Mansarovar,Knorr Soup,Snacks,HUL,44g,28,34.0,45.36,5.5,Vijay Singh,PAID,2026-03-29
INV-01098,2026-02-27,Sharma General Store,Mansarovar,Amul Cheese Slice,Dairy,Amul,200g,12,129.0,156.09,5.4,Vijay Singh,PAID,2026-03-29
INV-01099,2026-02-27,Jain Provisions,C-Scheme,Vim Dishwash Bar,Home Care,HUL,300g,50,18.0,25.45,9.1,Ramesh Kumar,PAID,2026-03-29
INV-01099,2026-02-27,Jain Provisions,C-Scheme,Lays Classic,Snacks,PepsiCo,26g,37,9.0,11.95,8.1,Ramesh Kumar,PAID,2026-03-29
INV-01099,2026-02-27,Jain Provisions,C-Scheme,Dabur Honey,FMCG,Dabur,500g,34,176.0,211.72,5.9,Suresh Sharma,PAID,2026-03-29
INV-01099,2026-02-27,Jain Provisions,C-Scheme,Sunfeast Dark Fantasy,Snacks,ITC,150g,34,31.0,41.0,8.9,Vijay Singh,PAID,2026-03-29
INV-01099,2026-02-27,Jain Provisions,C-Scheme,7UP PET Bottle,Beverages,PepsiCo,750ml,34,28.0,36.12,9.7,Suresh Sharma,PAID,2026-03-29
INV-01099,2026-02-27,Jain Provisions,C-Scheme,Surf Excel,Home Care,HUL,1kg,51,91.0,132.72,5.2,Suresh Sharma,PAID,2026-03-29
INV-01100,2026-02-27,Patel Stores,Tonk Road,Tropicana Orange Juice,Beverages,PepsiCo,1L,9,77.0,96.91,11.9,Suresh Sharma,OVERDUE,2026-03-29
INV-01100,2026-02-27,Patel Stores,Tonk Road,Colgate MaxFresh,Personal Care,Colgate,200g,7,62.0,88.35,7.0,Ramesh Kumar,OVERDUE,2026-03-29
INV-01100,2026-02-27,Patel Stores,Tonk Road,Yippee Noodles,Snacks,ITC,70g,54,12.0,16.0,5.9,Vijay Singh,OVERDUE,2026-03-29
INV-01100,2026-02-27,Patel Stores,Tonk Road,Maggi Noodles,Snacks,Nestle,70g,51,11.0,14.48,9.5,Suresh Sharma,OVERDUE,2026-03-29
INV-01101,2026-02-28,Jain Provisions,C-Scheme,Yippee Noodles,Snacks,ITC,70g,38,12.0,16.0,5.9,Ramesh Kumar,PENDING,2026-03-30
INV-01101,2026-02-28,Jain Provisions,C-Scheme,Vim Dishwash Bar,Home Care,HUL,300g,58,18.0,26.6,5.0,Ramesh Kumar,PENDING,2026-03-30
INV-01101,2026-02-28,Jain Provisions,C-Scheme,Good Day Biscuit,Snacks,Britannia,200g,24,27.0,34.88,8.2,Vijay Singh,PENDING,2026-03-30
INV-01101,2026-02-28,Jain Provisions,C-Scheme,Hajmola Candy,FMCG,Dabur,100pcs,39,35.0,41.4,8.0,Suresh Sharma,PENDING,2026-03-30
INV-01101,2026-02-28,Jain Provisions,C-Scheme,Surf Excel,Home Care,HUL,1kg,57,91.0,130.76,6.6,Suresh Sharma,PENDING,2026-03-30
INV-01101,2026-02-28,Jain Provisions,C-Scheme,Lays Classic,Snacks,PepsiCo,26g,27,9.0,12.21,6.1,Ramesh Kumar,PENDING,2026-03-30
INV-01101,2026-02-28,Jain Provisions,C-Scheme,Kissan Jam,FMCG,HUL,500g,51,94.0,107.52,10.4,Ramesh Kumar,PENDING,2026-03-30
INV-01102,2026-02-28,Agarwal Mart,Raja Park,Colgate MaxFresh,Personal Care,Colgate,200g,7,62.0,87.31,8.1,Vijay Singh,PENDING,2026-03-30
INV-01102,2026-02-28,Agarwal Mart,Raja Park,Surf Excel,Home Care,HUL,1kg,50,91.0,124.46,11.1,Ramesh Kumar,PENDING,2026-03-30
INV-01102,2026-02-28,Agarwal Mart,Raja Park,Amul Cheese Slice,Dairy,Amul,200g,52,129.0,156.25,5.3,Suresh Sharma,PENDING,2026-03-30
INV-01103,2026-03-01,Gupta Supermarket,Vaishali Nagar,Vim Dishwash Bar,Home Care,HUL,300g,19,18.0,25.0,10.7,Vijay Singh,PAID,2026-03-31
INV-01103,2026-03-01,Gupta Supermarket,Vaishali Nagar,Sunfeast Dark Fantasy,Snacks,ITC,150g,41,31.0,41.76,7.2,Vijay Singh,PAID,2026-03-31
INV-01104,2026-03-02,Verma Kirana,Malviya Nagar,Frooti Mango Drink,Beverages,Parle,200ml,49,9.0,11.97,7.9,Ramesh Kumar,PAID,2026-04-01
INV-01104,2026-03-02,Verma Kirana,Malviya Nagar,Yippee Noodles,Snacks,ITC,70g,24,12.0,15.71,7.6,Vijay Singh,PAID,2026-04-01
INV-01104,2026-03-02,Verma Kirana,Malviya Nagar,Aashirvaad Atta,FMCG,ITC,5kg,35,203.0,242.58,6.7,Ramesh Kumar,PAID,2026-04-01
INV-01104,2026-03-02,Verma Kirana,Malviya Nagar,Maggi Noodles,Snacks,Nestle,70g,24,11.0,14.24,11.0,Ramesh Kumar,PAID,2026-04-01
INV-01104,2026-03-02,Verma Kirana,Malviya Nagar,Hajmola Candy,FMCG,Dabur,100pcs,56,35.0,41.31,8.2,Ramesh Kumar,PAID,2026-04-01
INV-01104,2026-03-02,Verma Kirana,Malviya Nagar,Good Day Biscuit,Snacks,Britannia,200g,40,27.0,35.0,7.9,Suresh Sharma,PAID,2026-04-01
INV-01104,2026-03-02,Verma Kirana,Malviya Nagar,Real Fruit Juice,Beverages,Dabur,1L,40,66.0,86.73,8.7,Suresh Sharma,PAID,2026-04-01
INV-01105,2026-03-02,Jain Provisions,C-Scheme,Dabur Honey,FMCG,Dabur,500g,59,176.0,207.9,7.6,Vijay Singh,PENDING,2026-04-01
INV-01105,2026-03-02,Jain Provisions,C-Scheme,Good Day Biscuit,Snacks,Britannia,200g,51,27.0,33.9,10.8,Ramesh Kumar,PENDING,2026-04-01
INV-01105,2026-03-02,Jain Provisions,C-Scheme,Colgate MaxFresh,Personal Care,Colgate,200g,22,62.0,87.78,7.6,Vijay Singh,PENDING,2026-04-01
INV-01106,2026-03-03,Mehta Provision Store,Sanganer,Cornetto Ice Cream,Dairy,HUL,65ml,35,31.0,35.44,11.4,Vijay Singh,OVERDUE,2026-04-02
INV-01106,2026-03-03,Mehta Provision Store,Sanganer,Surf Excel,Home Care,HUL,1kg,43,91.0,126.14,9.9,Suresh Sharma,OVERDUE,2026-04-02
INV-01106,2026-03-03,Mehta Provision Store,Sanganer,Knorr Soup,Snacks,HUL,44g,20,34.0,43.73,8.9,Suresh Sharma,OVERDUE,2026-04-02
INV-01107,2026-03-04,Sharma General Store,Mansarovar,Aashirvaad Atta,FMCG,ITC,5kg,41,203.0,231.4,11.0,Vijay Singh,PAID,2026-04-03
INV-01107,2026-03-04,Sharma General Store,Mansarovar,Knorr Soup,Snacks,HUL,44g,14,34.0,45.55,5.1,Vijay Singh,PAID,2026-04-03
INV-01107,2026-03-04,Sharma General Store,Mansarovar,Dabur Honey,FMCG,Dabur,500g,42,176.0,204.53,9.1,Suresh Sharma,PAID,2026-04-03
INV-01107,2026-03-04,Sharma General Store,Mansarovar,Kurkure Masala,Snacks,PepsiCo,90g,23,19.0,25.35,6.1,Suresh Sharma,PAID,2026-04-03
INV-01107,2026-03-04,Sharma General Store,Mansarovar,Hajmola Candy,FMCG,Dabur,100pcs,19,35.0,41.54,7.7,Ramesh Kumar,PAID,2026-04-03
INV-01107,2026-03-04,Sharma General Store,Mansarovar,Cornetto Ice Cream,Dairy,HUL,65ml,36,31.0,36.44,8.9,Vijay Singh,PAID,2026-04-03
INV-01107,2026-03-04,Sharma General Store,Mansarovar,Frooti Mango Drink,Beverages,Parle,200ml,26,9.0,12.12,6.8,Suresh Sharma,PAID,2026-04-03
INV-01108,2026-03-04,Singh Brothers,Sitapura,Lays Classic,Snacks,PepsiCo,26g,36,9.0,12.18,6.3,Vijay Singh,OVERDUE,2026-04-03
INV-01108,2026-03-04,Singh Brothers,Sitapura,Vim Dishwash Bar,Home Care,HUL,300g,46,18.0,24.72,11.7,Vijay Singh,OVERDUE,2026-04-03
INV-01108,2026-03-04,Singh Brothers,Sitapura,Cornetto Ice Cream,Dairy,HUL,65ml,7,31.0,35.64,10.9,Ramesh Kumar,OVERDUE,2026-04-03
INV-01108,2026-03-04,Singh Brothers,Sitapura,Yippee Noodles,Snacks,ITC,70g,57,12.0,15.35,9.7,Ramesh Kumar,OVERDUE,2026-04-03
INV-01109,2026-03-05,Gupta Supermarket,Vaishali Nagar,7UP PET Bottle,Beverages,PepsiCo,750ml,47,28.0,36.64,8.4,Ramesh Kumar,PENDING,2026-04-04
INV-01109,2026-03-05,Gupta Supermarket,Vaishali Nagar,Hajmola Candy,FMCG,Dabur,100pcs,39,35.0,41.0,8.9,Ramesh Kumar,PENDING,2026-04-04
INV-01109,2026-03-05,Gupta Supermarket,Vaishali Nagar,Maggi Noodles,Snacks,Nestle,70g,6,11.0,14.61,8.7,Suresh Sharma,PENDING,2026-04-04
INV-01109,2026-03-05,Gupta Supermarket,Vaishali Nagar,Amul Cheese Slice,Dairy,Amul,200g,39,129.0,145.53,11.8,Ramesh Kumar,PENDING,2026-04-04
INV-01109,2026-03-05,Gupta Supermarket,Vaishali Nagar,Good Day Biscuit,Snacks,Britannia,200g,37,27.0,33.93,10.7,Vijay Singh,PENDING,2026-04-04
INV-01109,2026-03-05,Gupta Supermarket,Vaishali Nagar,Tropicana Orange Juice,Beverages,PepsiCo,1L,32,77.0,98.34,10.6,Ramesh Kumar,PENDING,2026-04-04
INV-01110,2026-03-05,Sharma General Store,Mansarovar,Sunfeast Dark Fantasy,Snacks,ITC,150g,17,31.0,40.81,9.3,Suresh Sharma,PAID,2026-04-04
INV-01110,2026-03-05,Sharma General Store,Mansarovar,Vim Dishwash Bar,Home Care,HUL,300g,57,18.0,25.9,7.5,Suresh Sharma,PAID,2026-04-04
INV-01111,2026-03-05,Verma Kirana,Malviya Nagar,7UP PET Bottle,Beverages,PepsiCo,750ml,46,28.0,35.24,11.9,Vijay Singh,PAID,2026-04-04
INV-01111,2026-03-05,Verma Kirana,Malviya Nagar,Amul Butter,Dairy,Amul,500g,53,211.0,255.96,5.2,Suresh Sharma,PAID,2026-04-04
INV-01111,2026-03-05,Verma Kirana,Malviya Nagar,Dettol Soap,Personal Care,Reckitt,125g,29,31.0,44.35,7.6,Suresh Sharma,PAID,2026-04-04
INV-01111,2026-03-05,Verma Kirana,Malviya Nagar,Tropicana Orange Juice,Beverages,PepsiCo,1L,8,77.0,99.55,9.5,Vijay Singh,PAID,2026-04-04
INV-01111,2026-03-05,Verma Kirana,Malviya Nagar,Lifebuoy Soap,Personal Care,HUL,100g,15,18.0,26.43,5.6,Suresh Sharma,PAID,2026-04-04
INV-01112,2026-03-05,Rao Wholesale,Jhotwara,Amul Butter,Dairy,Amul,500g,41,211.0,244.08,9.6,Ramesh Kumar,PENDING,2026-04-04
INV-01112,2026-03-05,Rao Wholesale,Jhotwara,Aashirvaad Atta,FMCG,ITC,5kg,59,203.0,241.28,7.2,Ramesh Kumar,PENDING,2026-04-04
INV-01112,2026-03-05,Rao Wholesale,Jhotwara,Clinic Plus Shampoo,Personal Care,HUL,175ml,42,51.0,73.32,6.0,Vijay Singh,PENDING,2026-04-04
INV-01112,2026-03-05,Rao Wholesale,Jhotwara,Maggi Noodles,Snacks,Nestle,70g,57,11.0,14.75,7.8,Ramesh Kumar,PENDING,2026-04-04
INV-01112,2026-03-05,Rao Wholesale,Jhotwara,Colgate MaxFresh,Personal Care,Colgate,200g,24,62.0,89.21,6.1,Ramesh Kumar,PENDING,2026-04-04
INV-01112,2026-03-05,Rao Wholesale,Jhotwara,Cornetto Ice Cream,Dairy,HUL,65ml,41,31.0,35.68,10.8,Suresh Sharma,PENDING,2026-04-04
INV-01112,2026-03-05,Rao Wholesale,Jhotwara,Yippee Noodles,Snacks,ITC,70g,48,12.0,15.08,11.3,Suresh Sharma,PENDING,2026-04-04
INV-01113,2026-03-06,Gupta Supermarket,Vaishali Nagar,Vim Dishwash Bar,Home Care,HUL,300g,32,18.0,26.15,6.6,Ramesh Kumar,PAID,2026-04-05
INV-01113,2026-03-06,Gupta Supermarket,Vaishali Nagar,Tropicana Orange Juice,Beverages,PepsiCo,1L,26,77.0,99.88,9.2,Vijay Singh,PAID,2026-04-05
INV-01113,2026-03-06,Gupta Supermarket,Vaishali Nagar,Cornetto Ice Cream,Dairy,HUL,65ml,43,31.0,36.88,7.8,Suresh Sharma,PAID,2026-04-05
INV-01113,2026-03-06,Gupta Supermarket,Vaishali Nagar,Colgate MaxFresh,Personal Care,Colgate,200g,6,62.0,86.07,9.4,Suresh Sharma,PAID,2026-04-05
INV-01113,2026-03-06,Gupta Supermarket,Vaishali Nagar,Sunfeast Dark Fantasy,Snacks,ITC,150g,36,31.0,42.03,6.6,Vijay Singh,PAID,2026-04-05
INV-01113,2026-03-06,Gupta Supermarket,Vaishali Nagar,Hajmola Candy,FMCG,Dabur,100pcs,29,35.0,41.4,8.0,Vijay Singh,PAID,2026-04-05
INV-01113,2026-03-06,Gupta Supermarket,Vaishali Nagar,Maggi Noodles,Snacks,Nestle,70g,42,11.0,14.46,9.6,Ramesh Kumar,PAID,2026-04-05
INV-01114,2026-03-06,Sharma General Store,Mansarovar,Kissan Jam,FMCG,HUL,500g,22,94.0,112.68,6.1,Vijay Singh,PAID,2026-04-05
INV-01114,2026-03-06,Sharma General Store,Mansarovar,Dettol Soap,Personal Care,Reckitt,125g,55,31.0,43.49,9.4,Vijay Singh,PAID,2026-04-05
INV-01114,2026-03-06,Sharma General Store,Mansarovar,Tropicana Orange Juice,Beverages,PepsiCo,1L,29,77.0,102.08,7.2,Ramesh Kumar,PAID,2026-04-05
INV-01114,2026-03-06,Sharma General Store,Mansarovar,Colgate MaxFresh,Personal Care,Colgate,200g,10,62.0,90.25,5.0,Suresh Sharma,PAID,2026-04-05
INV-01115,2026-03-06,Verma Kirana,Malviya Nagar,Surf Excel,Home Care,HUL,1kg,33,91.0,127.54,8.9,Vijay Singh,PENDING,2026-04-05
INV-01115,2026-03-06,Verma Kirana,Malviya Nagar,Vim Dishwash Bar,Home Care,HUL,300g,31,18.0,26.4,5.7,Ramesh Kumar,PENDING,2026-04-05
INV-01115,2026-03-06,Verma Kirana,Malviya Nagar,Colgate MaxFresh,Personal Care,Colgate,200g,27,62.0,86.55,8.9,Vijay Singh,PENDING,2026-04-05
INV-01115,2026-03-06,Verma Kirana,Malviya Nagar,Lays Classic,Snacks,PepsiCo,26g,43,9.0,11.63,10.5,Suresh Sharma,PENDING,2026-04-05
INV-01116,2026-03-06,Jain Provisions,C-Scheme,Real Fruit Juice,Beverages,Dabur,1L,41,66.0,86.83,8.6,Vijay Singh,PAID,2026-04-05
INV-01116,2026-03-06,Jain Provisions,C-Scheme,Knorr Soup,Snacks,HUL,44g,29,34.0,45.02,6.2,Suresh Sharma,PAID,2026-04-05
INV-01116,2026-03-06,Jain Provisions,C-Scheme,Colgate MaxFresh,Personal Care,Colgate,200g,24,62.0,88.45,6.9,Ramesh Kumar,PAID,2026-04-05
INV-01116,2026-03-06,Jain Provisions,C-Scheme,Cornetto Ice Cream,Dairy,HUL,65ml,9,31.0,37.52,6.2,Suresh Sharma,PAID,2026-04-05
INV-01116,2026-03-06,Jain Provisions,C-Scheme,Yippee Noodles,Snacks,ITC,70g,31,12.0,15.79,7.1,Ramesh Kumar,PAID,2026-04-05
INV-01117,2026-03-06,Mehta Provision Store,Sanganer,Cornetto Ice Cream,Dairy,HUL,65ml,43,31.0,36.28,9.3,Suresh Sharma,OVERDUE,2026-04-05
INV-01117,2026-03-06,Mehta Provision Store,Sanganer,Good Day Biscuit,Snacks,Britannia,200g,11,27.0,35.76,5.9,Ramesh Kumar,OVERDUE,2026-04-05
INV-01117,2026-03-06,Mehta Provision Store,Sanganer,Aashirvaad Atta,FMCG,ITC,5kg,30,203.0,241.02,7.3,Vijay Singh,OVERDUE,2026-04-05
INV-01118,2026-03-06,Singh Brothers,Sitapura,7UP PET Bottle,Beverages,PepsiCo,750ml,43,28.0,37.6,6.0,Suresh Sharma,OVERDUE,2026-04-05
INV-01118,2026-03-06,Singh Brothers,Sitapura,Dabur Honey,FMCG,Dabur,500g,43,176.0,198.9,11.6,Ramesh Kumar,OVERDUE,2026-04-05
INV-01118,2026-03-06,Singh Brothers,Sitapura,Frooti Mango Drink,Beverages,Parle,200ml,35,9.0,12.06,7.2,Suresh Sharma,OVERDUE,2026-04-05
INV-01118,2026-03-06,Singh Brothers,Sitapura,Good Day Biscuit,Snacks,Britannia,200g,25,27.0,35.34,7.0,Vijay Singh,OVERDUE,2026-04-05
INV-01119,2026-03-06,Rao Wholesale,Jhotwara,Kissan Jam,FMCG,HUL,500g,41,94.0,112.32,6.4,Vijay Singh,PENDING,2026-04-05
INV-01119,2026-03-06,Rao Wholesale,Jhotwara,Real Fruit Juice,Beverages,Dabur,1L,16,66.0,85.69,9.8,Vijay Singh,PENDING,2026-04-05
INV-01119,2026-03-06,Rao Wholesale,Jhotwara,Hajmola Candy,FMCG,Dabur,100pcs,6,35.0,39.73,11.7,Suresh Sharma,PENDING,2026-04-05
INV-01119,2026-03-06,Rao Wholesale,Jhotwara,Surf Excel,Home Care,HUL,1kg,50,91.0,130.9,6.5,Suresh Sharma,PENDING,2026-04-05
INV-01120,2026-03-07,Gupta Supermarket,Vaishali Nagar,Kissan Jam,FMCG,HUL,500g,13,94.0,108.72,9.4,Ramesh Kumar,PENDING,2026-04-06
INV-01120,2026-03-07,Gupta Supermarket,Vaishali Nagar,Frooti Mango Drink,Beverages,Parle,200ml,21,9.0,11.75,9.6,Vijay Singh,PENDING,2026-04-06
INV-01121,2026-03-07,Sharma General Store,Mansarovar,Colgate MaxFresh,Personal Care,Colgate,200g,39,62.0,86.92,8.5,Vijay Singh,PENDING,2026-04-06
INV-01121,2026-03-07,Sharma General Store,Mansarovar,7UP PET Bottle,Beverages,PepsiCo,750ml,31,28.0,36.48,8.8,Suresh Sharma,PENDING,2026-04-06
INV-01121,2026-03-07,Sharma General Store,Mansarovar,Amul Cheese Slice,Dairy,Amul,200g,49,129.0,146.35,11.3,Vijay Singh,PENDING,2026-04-06
