customer_id,customer_name,area,pincode,customer_type,credit_limit,outstanding_amount,last_order_date,last_payment_date,total_business_ytd
CUST0249,Choudhary Departmental Store,Deoli,304804,Retailer,190000,30242.28,2026-08-28,2026-08-28,363474.02
CUST0250,Singh Provisions,Deoli,304804,Retailer,35000,23089.2,2026-07-01,2026-07-01,162729.6
CUST0251,Khandelwal Supermart,Malpura,304502,Wholesaler,35000,0.0,,,0.0
CUST0252,Sogani Enterprises,Khanpur,304803,Retailer,220000,1012.07,2024-09-18,2024-09-18,1731.9
CUST0253,Nagar Medical Store,Niwai,304021,Retailer,35000,545.79,2026-08-19,2026-08-19,136578.95
CUST0254,Bohra Brothers,Tonk,304001,Wholesaler,270000,0.0,2026-07-20,2026-07-20,80892.23
CUST0255,Garg Medical Store,Tonk,304001,Wholesaler,120000,0.0,2026-08-22,2026-08-22,214363.87
CUST0256,Natani Kirana,Todaraisingh,304505,Wholesaler,30000,0.0,2026-07-17,2026-07-17,31585.32
CUST0257,Natani General Store,Khanpur,304803,Retailer,225000,6320.75,2026-01-31,2026-01-31,57789.0
CUST0258,Yadav Medical Store,Uniara,304024,Retailer,150000,5366.54,2026-07-30,2026-07-30,82369.63
CUST0259,Verma Provisions,Uniara,304024,Retailer,290000,0.0,2026-07-28,2026-07-28,28949.0
CUST0260,Natani Traders,Malpura,304502,Wholesaler,75000,18945.22,2025-10-21,2025-10-21,53536.92
CUST0261,Mali Supermart,Tonk,304001,Retailer,210000,986.56,2025-12-12,2025-12-12,112885.72
CUST0262,Mali Departmental Store,Khanpur,304803,Retailer,80000,8897.74,2026-08-10,2026-08-10,67841.01
CUST0263,Nagar Sons,Tonk,304001,Retailer,95000,47647.59,2026-07-31,2026-07-31,290735.83
CUST0264,Sharma Cold Store,Tonk,304001,Retailer,200000,0.0,2026-08-20,2026-08-20,183121.98
CUST0265,Agarwal General Store,Sawai Madhopur,322001,Retailer,245000,38921.42,2026-06-18,2026-06-18,303983.18
CUST0266,Lodha General Store,Tonk,304001,Retailer,270000,11631.7,2026-06-25,2026-06-25,295177.14
CUST0267,Maheshwari Provisions,Tonk,304001,Retailer,50000,0.0,2026-07-17,2026-07-17,257858.54
CUST0268,Surana Departmental Store,Tonk,304001,Wholesaler,100000,30.33,2026-08-22,2026-08-22,224685.61
CUST0269,Rathi Supermart,Uniara,304024,Retailer,45000,26083.89,2026-08-01,2026-08-01,117009.02
CUST0270,Kumawat Supermart,Uniara,304024,Retailer,180000,14710.16,2026-08-27,2026-08-27,93509.5
CUST0271,Sharma Supermart,Uniara,304024,Retailer,85000,4345.23,2025-01-24,2025-01-24,5319.06
CUST0272,Natani Departmental Store,Tonk,304001,Retailer,270000,11392.34,2026-08-03,2026-08-03,331457.5
CUST0273,Sharma Enterprises,Uniara,304024,Retailer,145000,5797.17,2025-10-31,2025-10-31,89366.98
CUST0274,Jain Enterprises,Malpura,304502,Retailer,55000,5787.17,2026-08-10,2026-08-10,217847.02
CUST0275,Rajput Kirana,Malpura,304502,Retailer,225000,87481.18,2026-05-29,2026-05-29,196762.25
CUST0276,Singh Supermart,Deoli,304804,Retailer,275000,12341.17,2026-08-18,2026-08-18,185702.25
CUST0277,Kumar Cold Store,Tonk,304001,Wholesaler,245000,0.0,2026-08-11,2026-08-11,222307.93
CUST0278,Sharma Traders,Niwai,304021,Wholesaler,105000,21842.46,2026-08-20,2026-08-20,339512.1
CUST0279,Verma Traders,Khanpur,304803,Retailer,290000,20692.44,2026-08-24,2026-08-24,181990.89
CUST0280,Choudhary Enterprises,Khanpur,304803,Retailer,270000,4877.07,2026-08-24,2026-08-24,229470.68
CUST0281,Mittal Departmental Store,Uniara,304024,Retailer,190000,21829.54,2026-03-13,2026-03-13,286997.2
CUST0282,Kothari General Store,Tonk,304001,Wholesaler,210000,15078.95,2026-03-12,2026-03-12,233427.69
CUST0283,Mali Sons,Tonk,304001,Retailer,205000,0.0,2026-08-26,2026-08-26,390703.84
CUST0284,Bohra Sons,Tonk,304001,Retailer,155000,0.0,2026-07-27,2026-07-27,114020.07
CUST0285,Kasliwal Enterprises,Malpura,304502,Retailer,250000,5872.27,2026-03-10,2026-03-10,78652.78
CUST0286,Yadav Supermart,Deoli,304804,Retailer,135000,718.5,2025-02-03,2025-02-03,854.52
CUST0287,Bairwa Provisions,Uniara,304024,Retailer,150000,0.0,2026-01-15,2026-01-15,26661.85
CUST0288,Agarwal Kirana,Deoli,304804,Wholesaler,85000,30296.07,2026-08-20,2026-08-20,156065.3
CUST0289,Kothari Provisions,Niwai,304021,Retailer,75000,12921.5,2026-08-22,2026-08-22,338584.3
CUST0290,Verma Brothers,Uniara,304024,Wholesaler,95000,0.0,2025-10-03,2025-10-03,44268.67
CUST0291,Verma Enterprises,Khanpur,304803,Wholesaler,225000,32527.88,2026-04-03,2026-04-03,111147.73
CUST0292,Bohra Supermart,Uniara,304024,Wholesaler,115000,3294.19,2025-09-16,2025-09-16,65411.36
CUST0293,Jain Departmental Store,Sawai Madhopur,322001,Wholesaler,200000,15118.3,2026-07-27,2026-07-27,185489.12
CUST0294,Khandelwal Departmental Store,Uniara,304024,Retailer,40000,45402.01,2026-07-16,2026-07-16,122868.79
CUST0295,Khandelwal Traders,Khanpur,304803,Retailer,40000,14587.79,2026-07-20,2026-07-20,270765.64
CUST0296,Singh General Store,Sawai Madhopur,322001,Wholesaler,55000,0.0,2026-08-28,2026-08-28,643244.17
CUST0297,Bansal Departmental Store,Sawai Madhopur,322001,Retailer,55000,6340.0,2026-03-12,2026-03-12,36947.37
CUST0298,Kasliwal Sons,Khanpur,304803,Wholesaler,170000,6832.64,2026-08-31,2026-08-31,134773.58
CUST0299,Singh Enterprises,Todaraisingh,304505,Retailer,75000,12909.88,2026-08-21,2026-08-21,141530.36
CUST0300,Rajput Brothers,Malpura,304502,Retailer,95000,24348.63,2026-07-24,2026-07-24,96107.38
CUST0301,Jain Traders,Todaraisingh,304505,Retailer,185000,0.0,2025-12-17,2025-12-17,8658.35
CUST0302,Sharma Brothers,Tonk,304001,Wholesaler,155000,0.0,2026-06-02,2026-06-02,139499.41
CUST0303,Patel Kirana,Niwai,304021,Retailer,155000,0.0,,,0.0
CUST0304,Gupta Sons,Niwai,304021,Wholesaler,130000,23031.95,2026-05-02,2026-05-02,154934.24
CUST0305,Mittal Brothers,Khanpur,304803,Retailer,40000,19748.53,2026-08-21,2026-08-21,263282.0
CUST0306,Meena Enterprises,Niwai,304021,Wholesaler,135000,8126.59,2026-05-16,2026-05-16,99508.55
CUST0307,Bansal Cold Store,Deoli,304804,Retailer,235000,7002.96,2026-07-08,2026-07-08,218560.93
CUST0308,Gupta General Store,Malpura,304502,Retailer,150000,28896.32,2026-08-20,2026-08-20,179919.86
CUST0309,Meena Brothers,Tonk,304001,Wholesaler,175000,0.0,2026-08-14,2026-08-14,327807.05
CUST0310,Sogani Supermart,Tonk,304001,Retailer,225000,0.0,2026-08-15,2026-08-15,242277.74
CUST0311,Bairwa Cold Store,Niwai,304021,Retailer,225000,27854.87,2026-05-08,2026-05-08,96030.77
CUST0312,Bairwa Brothers,Deoli,304804,Wholesaler,195000,0.0,2026-05-11,2026-05-11,26397.48
CUST0313,Rathi Brothers,Tonk,304001,Retailer,30000,0.0,2026-08-24,2026-08-24,305359.43
CUST0314,Singh Kirana,Deoli,304804,Wholesaler,150000,34196.5,2026-08-04,2026-08-04,253360.57
CUST0315,Kothari Kirana,Deoli,304804,Retailer,250000,10917.67,2026-07-10,2026-07-10,247267.25
CUST0316,Jain Sons,Deoli,304804,Retailer,80000,29468.96,2026-07-03,2026-07-03,192377.08
CUST0317,Surana General Store,Deoli,304804,Retailer,165000,20853.15,2026-07-28,2026-07-28,149157.63
CUST0318,Garg Provisions,Malpura,304502,Retailer,215000,4715.07,2025-11-22,2025-11-22,23442.7
CUST0319,Kasliwal Departmental Store,Tonk,304001,Retailer,185000,8803.93,2026-07-14,2026-07-14,163789.4
CUST0320,Maheshwari Departmental Store,Sawai Madhopur,322001,Wholesaler,40000,1001.43,2025-08-04,2025-08-04,51505.94
CUST0321,Bansal Traders,Sawai Madhopur,322001,Retailer,50000,2264.24,2026-08-21,2026-08-21,253933.59
CUST0322,Bansal Supermart,Niwai,304021,Retailer,210000,5399.73,2026-01-27,2026-01-27,74060.3
CUST0323,Sogani Sons,Deoli,304804,Retailer,100000,28450.51,2026-08-29,2026-08-29,331566.34
CUST0324,Sogani General Store,Niwai,304021,Retailer,105000,12326.17,2026-05-05,2026-05-05,124004.31
CUST0325,Verma General Store,Khanpur,304803,Wholesaler,160000,0.0,2026-07-01,2026-07-01,111203.47
CUST0326,Rajput Sons,Malpura,304502,Retailer,255000,39395.22,2026-05-01,2026-05-01,101874.43
CUST0327,Mali General Store,Khanpur,304803,Retailer,45000,13282.5,2026-07-17,2026-07-17,51170.66
CUST0328,Gupta Provisions,Niwai,304021,Retailer,35000,4134.68,2026-08-18,2026-08-18,257454.09
CUST0329,Verma Kirana,Malpura,304502,Retailer,60000,0.0,2026-07-04,2026-07-04,126921.91
CUST0330,Bansal Sons,Tonk,304001,Retailer,245000,13482.86,2026-08-20,2026-08-20,267375.53
CUST0331,Rajput Provisions,Todaraisingh,304505,Retailer,175000,157.56,2024-11-28,2024-11-28,224.0
CUST0332,Garg Brothers,Tonk,304001,Wholesaler,65000,23924.42,2026-07-07,2026-07-07,221669.96
CUST0333,Kumawat Departmental Store,Todaraisingh,304505,Retailer,70000,17650.77,2026-08-12,2026-08-12,113903.74
CUST0334,Bansal Enterprises,Khanpur,304803,Retailer,280000,10507.91,2026-08-26,2026-08-26,98429.99
CUST0335,Khandelwal General Store,Tonk,304001,Retailer,255000,8296.41,2026-07-22,2026-07-22,233241.19
CUST0336,Jain Brothers,Malpura,304502,Wholesaler,30000,12110.44,2025-11-28,2025-11-28,84797.61
CUST0337,Agarwal Medical Store,Uniara,304024,Wholesaler,270000,8123.51,2026-08-13,2026-08-13,187063.09
CUST0338,Mali General Store,Todaraisingh,304505,Wholesaler,260000,16412.94,2026-08-20,2026-08-20,306022.26
CUST0339,Jain Medical Store,Uniara,304024,Retailer,125000,27909.64,2026-08-19,2026-08-19,275415.91
CUST0340,Khandelwal Traders,Sawai Madhopur,322001,Retailer,70000,37384.27,2026-07-13,2026-07-13,212912.36
CUST0341,Garg Brothers,Tonk,304001,Wholesaler,100000,0.0,,,0.0
CUST0342,Natani General Store,Sawai Madhopur,322001,Retailer,170000,11329.39,2025-09-19,2025-09-19,159262.1
CUST0343,Kumar Provisions,Khanpur,304803,Retailer,280000,0.0,2026-06-16,2026-06-16,14404.9
CUST0344,Mali General Store,Malpura,304502,Wholesaler,160000,32540.0,2026-07-25,2026-07-25,402336.57
CUST0345,Agarwal Cold Store,Todaraisingh,304505,Wholesaler,225000,17222.95,2026-07-10,2026-07-10,280757.88
CUST0346,Bohra Supermart,Khanpur,304803,Retailer,80000,17071.07,2026-07-09,2026-07-09,92865.91
CUST0347,Bohra Departmental Store,Sawai Madhopur,322001,Retailer,290000,0.0,2026-08-21,2026-08-21,309942.66
CUST0348,Sharma Supermart,Tonk,304001,Retailer,290000,0.0,2026-08-28,2026-08-28,207302.2
CUST0349,Meena Sons,Malpura,304502,Retailer,115000,9138.78,2026-08-25,2026-08-25,51206.31
CUST0350,Kumar Kirana,Uniara,304024,Wholesaler,250000,0.0,2026-08-19,2026-08-19,361017.74
CUST0351,Singh Supermart,Malpura,304502,Retailer,145000,21615.55,2026-08-28,2026-08-28,221440.71
CUST0352,Choudhary General Store,Tonk,304001,Retailer,225000,0.0,2026-08-25,2026-08-25,234060.48
CUST0353,Sharma Sons,Niwai,304021,Retailer,235000,0.0,2026-07-03,2026-07-03,126767.73
CUST0354,Verma Provisions,Malpura,304502,Wholesaler,240000,5689.43,2026-08-24,2026-08-24,161350.84
CUST0355,Lodha General Store,Niwai,304021,Retailer,205000,16329.41,2025-12-03,2025-12-03,32829.88
CUST0356,Choudhary Provisions,Niwai,304021,Retailer,30000,0.0,2025-04-28,2025-04-28,85379.51
CUST0357,Garg Traders,Todaraisingh,304505,Retailer,40000,3235.79,2026-05-09,2026-05-09,204364.28
CUST0358,Maheshwari Cold Store,Khanpur,304803,Retailer,270000,943.79,2026-03-23,2026-03-23,42944.14
CUST0359,Sogani Kirana,Niwai,304021,Retailer,190000,0.0,2026-04-06,2026-04-06,57683.42
CUST0360,Kumawat General Store,Malpura,304502,Retailer,120000,42801.44,2026-08-01,2026-08-01,150415.25
CUST0361,Yadav Brothers,Sawai Madhopur,322001,Wholesaler,80000,10390.67,2026-06-22,2026-06-22,266819.72
CUST0362,Kumawat General Store,Uniara,304024,Retailer,160000,86642.6,2026-06-22,2026-06-22,196863.25
CUST0363,Surana Supermart,Uniara,304024,Retailer,65000,7352.01,2026-08-06,2026-08-06,231805.55
CUST0364,Maheshwari Cold Store,Uniara,304024,Retailer,185000,0.0,2026-08-28,2026-08-28,377602.66
CUST0365,Patel Kirana,Malpura,304502,Retailer,145000,7401.24,2026-06-11,2026-06-11,49214.48
CUST0366,Mali Departmental Store,Deoli,304804,Wholesaler,280000,4594.4,2026-06-19,2026-06-19,22885.19
CUST0367,Jain Sons,Todaraisingh,304505,Wholesaler,255000,29420.46,2026-08-01,2026-08-01,245262.95
CUST0368,Patel Departmental Store,Malpura,304502,Retailer,175000,6223.49,2026-04-22,2026-04-22,139384.35
CUST0369,Sogani Departmental Store,Deoli,304804,Wholesaler,110000,14494.64,2026-07-09,2026-07-09,117818.95
CUST0370,Garg Kirana,Sawai Madhopur,322001,Wholesaler,285000,15307.86,2026-08-22,2026-08-22,205156.46
CUST0371,Surana Supermart,Todaraisingh,304505,Wholesaler,230000,19910.97,2026-08-12,2026-08-12,103575.11
CUST0372,Mittal Provisions,Tonk,304001,Wholesaler,55000,4383.71,2026-08-29,2026-08-29,248275.81
CUST0373,Singh Provisions,Deoli,304804,Retailer,55000,16527.6,2026-08-08,2026-08-08,305245.25
CUST0374,Verma General Store,Tonk,304001,Retailer,290000,23035.63,2026-06-30,2026-06-30,160515.45
CUST0375,Verma Cold Store,Tonk,304001,Wholesaler,195000,0.0,2026-08-03,2026-08-03,659648.07
CUST0376,Bohra Supermart,Tonk,304001,Wholesaler,270000,0.0,2026-08-14,2026-08-14,216719.52
CUST0377,Kumawat Kirana,Sawai Madhopur,322001,Retailer,240000,22351.2,2026-08-07,2026-08-07,218207.69
CUST0378,Choudhary General Store,Deoli,304804,Retailer,170000,5677.17,2026-06-26,2026-06-26,166429.67
CUST0379,Surana Traders,Deoli,304804,Retailer,95000,5047.29,2026-03-16,2026-03-16,82284.49
CUST0380,Natani Enterprises,Todaraisingh,304505,Retailer,250000,14333.35,2026-08-22,2026-08-22,188222.84
