invoice_no,date,customer_name,customer_area,product_name,category,company,size_variant,quantity,purchase_price,sale_price,discount_pct,salesperson,payment_status,payment_due_date
SAL010554,2025-10-25,Natani Provisions,Tonk,Reynolds Pen,FMCG,Reynolds,10pcs,35,45.0,65.0,3.0,Suresh Yadav,PAID,
SAL010554,2025-10-25,Natani Provisions,Tonk,Nestle Milkmaid,Dairy,Nestle,400g,38,88.0,118.0,0.0,Suresh Yadav,PAID,
SAL010554,2025-10-25,Natani Provisions,Tonk,Colgate Dental Cream,Personal Care,Colgate,100g,18,38.0,58.0,0.0,Suresh Yadav,PAID,
SAL010565,2025-10-31,Natani Provisions,Tonk,Amul Butter,Packaged Foods,Amul,500g,62,211.0,270.0,3.0,Manoj Patel,PAID,
SAL010565,2025-10-31,Natani Provisions,Tonk,Parachute Coconut Oil,Personal Care,Marico,500ml,43,75.0,110.0,0.0,Manoj Patel,PAID,
SAL010565,2025-10-31,Natani Provisions,Tonk,Amul Mozzarella Cheese,Dairy,Amul,200g,31,145.0,190.0,3.0,Manoj Patel,PAID,
SAL010565,2025-10-31,Natani Provisions,Tonk,Dove Soap,Personal Care,HUL,75g,42,42.0,65.0,0.0,Manoj Patel,PAID,
SAL010567,2025-11-03,Natani Provisions,Tonk,Haldiram Bhujia,Snacks,Haldiram,200g,52,65.0,95.0,3.0,Manoj Patel,PAID,
SAL010567,2025-11-03,Natani Provisions,Tonk,Burnol Cream,FMCG,Reckitt,20g,18,35.0,52.0,0.0,Manoj Patel,PAID,
SAL010567,2025-11-03,Natani Provisions,Tonk,Bisleri Water 1L,Household,Bisleri,1L,29,12.0,20.0,3.0,Manoj Patel,PAID,
SAL010567,2025-11-03,Natani Provisions,Tonk,Aquaguard Filter Candle,Household,Aquaguard,1pc,32,145.0,210.0,0.0,Manoj Patel,PAID,
SAL010567,2025-11-03,Natani Provisions,Tonk,Crax Corn Rings,Snacks,DFM,30g,35,8.0,12.0,0.0,Manoj Patel,PAID,
SAL010567,2025-11-03,Natani Provisions,Tonk,Parle-G Biscuit,Snacks,Parle,800g,49,38.0,55.0,0.0,Manoj Patel,PAID,
SAL010567,2025-11-03,Natani Provisions,Tonk,Dettol Handwash,FMCG,Reckitt,200ml,6,65.0,95.0,0.0,Manoj Patel,PAID,
SAL010574,2025-11-22,Natani Provisions,Tonk,Parle-G Biscuit,Snacks,Parle,800g,39,38.0,55.0,0.0,Suresh Yadav,PAID,
SAL010574,2025-11-22,Natani Provisions,Tonk,Coca Cola,Beverages,Coca-Cola,750ml,37,30.0,42.0,0.0,Suresh Yadav,PAID,
SAL010574,2025-11-22,Natani Provisions,Tonk,Comfort Fabric Softener,Household,HUL,800ml,44,95.0,145.0,0.0,Suresh Yadav,PAID,
SAL010574,2025-11-22,Natani Provisions,Tonk,Dabur Amla Hair Oil,Personal Care,Dabur,500ml,6,68.0,100.0,0.0,Suresh Yadav,PAID,
SAL010574,2025-11-22,Natani Provisions,Tonk,Pantene Shampoo,Personal Care,P&G,180ml,54,125.0,185.0,0.0,Suresh Yadav,PAID,
SAL010579,2025-12-25,Natani Provisions,Tonk,Pears Soap,Personal Care,HUL,75g,22,38.0,58.0,0.0,Suresh Yadav,PAID,
SAL010579,2025-12-25,Natani Provisions,Tonk,Nestle Milkmaid,Dairy,Nestle,400g,34,88.0,118.0,5.0,Suresh Yadav,PAID,
SAL010579,2025-12-25,Natani Provisions,Tonk,Dabur Amla Hair Oil,Personal Care,Dabur,500ml,16,68.0,100.0,3.0,Suresh Yadav,PAID,
SAL010581,2025-12-17,Natani Provisions,Tonk,Rin Detergent,Home Care,HUL,500g,11,38.0,58.0,0.0,Manoj Patel,PAID,
SAL010581,2025-12-17,Natani Provisions,Tonk,Tata Salt,Packaged Foods,Tata,1kg,3,18.0,24.0,7.0,Manoj Patel,PAID,
SAL010581,2025-12-17,Natani Provisions,Tonk,Dettol Handwash,FMCG,Reckitt,200ml,39,65.0,95.0,0.0,Manoj Patel,PAID,
SAL010581,2025-12-17,Natani Provisions,Tonk,Parachute Coconut Oil,Personal Care,Marico,500ml,28,75.0,110.0,2.0,Manoj Patel,PAID,
SAL010582,2025-12-02,Natani Provisions,Tonk,Thumbs Up Cola,Beverages,Coca-Cola,750ml,22,30.0,42.0,0.0,Suresh Yadav,PAID,
SAL010582,2025-12-02,Natani Provisions,Tonk,Parachute Coconut Oil,Personal Care,Marico,500ml,26,75.0,110.0,2.0,Suresh Yadav,PAID,
SAL010582,2025-12-02,Natani Provisions,Tonk,Fair & Lovely Cream,Personal Care,HUL,100g,45,58.0,88.0,0.0,Suresh Yadav,PAID,
SAL010583,2025-12-20,Natani Provisions,Tonk,Amul Cone Ice Cream,Dairy,Amul,65ml,53,22.0,32.0,3.0,Suresh Yadav,PAID,
SAL010583,2025-12-20,Natani Provisions,Tonk,Amul Butter,Packaged Foods,Amul,500g,10,211.0,270.0,0.0,Suresh Yadav,PAID,
SAL010589,2025-12-31,Natani Provisions,Tonk,Tiger Biscuit,Snacks,Britannia,100g,19,18.0,26.0,0.0,Suresh Yadav,PAID,
SAL010589,2025-12-31,Natani Provisions,Tonk,Frooti Mango Drink,Beverages,PepsiCo,200ml,27,9.0,13.0,0.0,Suresh Yadav,PAID,
SAL010589,2025-12-31,Natani Provisions,Tonk,Haldiram Bhujia,Snacks,Haldiram,200g,16,65.0,95.0,0.0,Suresh Yadav,PAID,
SAL010589,2025-12-31,Natani Provisions,Tonk,Hide & Seek Biscuit,Snacks,Parle,120g,8,32.0,45.0,0.0,Suresh Yadav,PAID,
SAL010594,2026-01-17,Natani Provisions,Tonk,Pears Soap,Personal Care,HUL,75g,35,38.0,58.0,0.0,Suresh Yadav,PAID,
SAL010594,2026-01-17,Natani Provisions,Tonk,Kwality Walls Cornetto,Dairy,HUL,65ml,3,28.0,40.0,0.0,Suresh Yadav,PAID,
SAL010594,2026-01-17,Natani Provisions,Tonk,Lizol Floor Cleaner,Home Care,Reckitt,500ml,26,72.0,110.0,2.0,Suresh Yadav,PAID,
SAL010594,2026-01-17,Natani Provisions,Tonk,Amul Butter,Packaged Foods,Amul,500g,28,211.0,270.0,0.0,Suresh Yadav,PAID,
SAL010594,2026-01-17,Natani Provisions,Tonk,Pidilite M-Seal,Household,Pidilite,50g,30,48.0,72.0,0.0,Suresh Yadav,PAID,
SAL010594,2026-01-17,Natani Provisions,Tonk,Pepsodent Toothpaste,Personal Care,HUL,200g,32,55.0,82.0,0.0,Suresh Yadav,PAID,
SAL010603,2026-01-23,Natani Provisions,Tonk,Battery Duracell AA,Household,Duracell,2pcs,32,58.0,85.0,0.0,Suresh Yadav,PAID,
SAL010603,2026-01-23,Natani Provisions,Tonk,All Out Mosquito Repellent,Home Care,HUL,45ml,33,55.0,82.0,0.0,Suresh Yadav,PAID,
SAL010603,2026-01-23,Natani Provisions,Tonk,Parachute Coconut Oil,Personal Care,Marico,500ml,24,75.0,110.0,0.0,Suresh Yadav,PAID,
SAL010603,2026-01-23,Natani Provisions,Tonk,Burnol Cream,FMCG,Reckitt,20g,44,35.0,52.0,0.0,Suresh Yadav,PAID,
SAL010603,2026-01-23,Natani Provisions,Tonk,Havmor Ice Cream,Dairy,Havmor,500ml,9,95.0,130.0,2.0,Suresh Yadav,PAID,
SAL010614,2026-03-27,Natani Provisions,Tonk,Britannia Good Day,Snacks,Britannia,200g,54,27.0,38.0,0.0,Suresh Yadav,PAID,
SAL010614,2026-03-27,Natani Provisions,Tonk,Colin Multipurpose Cleaner,Household,Reckitt,500ml,45,62.0,95.0,0.0,Suresh Yadav,PAID,
SAL010614,2026-03-27,Natani Provisions,Tonk,Amul Cheese,Packaged Foods,Amul,200g,9,129.0,165.0,2.0,Suresh Yadav,PAID,
SAL010614,2026-03-27,Natani Provisions,Tonk,Phenyl Floor Cleaner,Home Care,Reckitt,500ml,56,28.0,42.0,7.0,Suresh Yadav,PAID,
SAL010614,2026-03-27,Natani Provisions,Tonk,Sunfeast Dark Fantasy,Snacks,ITC,150g,32,31.0,45.0,0.0,Suresh Yadav,PAID,
SAL010614,2026-03-27,Natani Provisions,Tonk,Maaza Mango,Beverages,Coca-Cola,600ml,25,32.0,45.0,0.0,Suresh Yadav,PAID,
SAL010632,2026-03-26,Natani Provisions,Tonk,Pepsi,Beverages,PepsiCo,750ml,33,28.0,40.0,3.0,Manoj Patel,PAID,
SAL010632,2026-03-26,Natani Provisions,Tonk,Lizol Floor Cleaner,Home Care,Reckitt,500ml,20,72.0,110.0,2.0,Manoj Patel,PAID,
SAL010632,2026-03-26,Natani Provisions,Tonk,Sunfeast Dark Fantasy,Snacks,ITC,150g,29,31.0,45.0,0.0,Manoj Patel,PAID,
SAL010632,2026-03-26,Natani Provisions,Tonk,Comfort Fabric Softener,Household,HUL,800ml,26,95.0,145.0,0.0,Manoj Patel,PAID,
SAL010632,2026-03-26,Natani Provisions,Tonk,Bru Gold Coffee,Beverages,HUL,100g,7,175.0,250.0,5.0,Manoj Patel,PAID,
SAL010648,2026-04-09,Natani Provisions,Tonk,Fair & Lovely Cream,Personal Care,HUL,100g,10,58.0,88.0,0.0,Suresh Yadav,PAID,
SAL010648,2026-04-09,Natani Provisions,Tonk,Dhara Mustard Oil,Agricultural,Dhara,1L,17,105.0,145.0,0.0,Suresh Yadav,PAID,
SAL010648,2026-04-09,Natani Provisions,Tonk,Britannia 50-50 Biscuit,Snacks,Britannia,100g,51,18.0,26.0,0.0,Suresh Yadav,PAID,
SAL010648,2026-04-09,Natani Provisions,Tonk,Haldiram Bhujia,Snacks,Haldiram,200g,21,65.0,95.0,2.0,Suresh Yadav,PAID,
SAL010649,2026-04-16,Natani Provisions,Tonk,Catch Black Pepper,Packaged Foods,Catch,50g,49,38.0,52.0,0.0,Manoj Patel,PAID,
SAL010649,2026-04-16,Natani Provisions,Tonk,Britannia Good Day,Snacks,Britannia,200g,55,27.0,38.0,3.0,Manoj Patel,PAID,
SAL010649,2026-04-16,Natani Provisions,Tonk,Good Knight Mosquito Coil,Home Care,Godrej,10pcs,7,38.0,58.0,2.0,Manoj Patel,PAID,
SAL010649,2026-04-16,Natani Provisions,Tonk,Perk Chocolate,Snacks,Cadbury,36g,55,18.0,25.0,0.0,Manoj Patel,PAID,
SAL010662,2026-05-19,Natani Provisions,Tonk,Monaco Biscuit,Snacks,Parle,250g,26,28.0,40.0,0.0,Manoj Patel,PAID,
SAL010662,2026-05-19,Natani Provisions,Tonk,Naturefresh Oil,Agricultural,Cargill,1L,31,115.0,158.0,0.0,Manoj Patel,PAID,
SAL010662,2026-05-19,Natani Provisions,Tonk,Hippo Rings,Snacks,PepsiCo,40g,22,10.0,14.0,0.0,Manoj Patel,PAID,
SAL010662,2026-05-19,Natani Provisions,Tonk,Band-Aid Strips,FMCG,J&J,10pcs,34,22.0,32.0,7.0,Manoj Patel,PAID,
SAL010662,2026-05-19,Natani Provisions,Tonk,Reynolds Pen,FMCG,Reynolds,10pcs,9,45.0,65.0,0.0,Manoj Patel,PAID,
SAL010664,2026-05-04,Natani Provisions,Tonk,Uncle Chips,Snacks,PepsiCo,60g,32,15.0,22.0,0.0,Suresh Yadav,PAID,
SAL010664,2026-05-04,Natani Provisions,Tonk,Britannia Good Day,Snacks,Britannia,200g,28,27.0,38.0,3.0,Suresh Yadav,PAID,
SAL010664,2026-05-04,Natani Provisions,Tonk,Kurkure Masala,Snacks,PepsiCo,90g,33,19.0,27.0,2.0,Suresh Yadav,PAID,
SAL010664,2026-05-04,Natani Provisions,Tonk,Nestle Milkmaid,Dairy,Nestle,400g,6,88.0,118.0,0.0,Suresh Yadav,PAID,
SAL010668,2026-06-08,Natani Provisions,Tonk,Head & Shoulders Shampoo,Personal Care,P&G,180ml,6,118.0,175.0,0.0,Manoj Patel,PAID,
SAL010668,2026-06-08,Natani Provisions,Tonk,Crax Corn Rings,Snacks,DFM,30g,44,8.0,12.0,0.0,Manoj Patel,PAID,
SAL010668,2026-06-08,Natani Provisions,Tonk,Bru Gold Coffee,Beverages,HUL,100g,72,175.0,250.0,0.0,Manoj Patel,PAID,
SAL010668,2026-06-08,Natani Provisions,Tonk,Pepsodent Toothpaste,Personal Care,HUL,200g,34,55.0,82.0,0.0,Manoj Patel,PAID,
SAL010668,2026-06-08,Natani Provisions,Tonk,Colgate Dental Cream,Personal Care,Colgate,100g,44,38.0,58.0,0.0,Manoj Patel,PAID,
SAL010672,2026-06-01,Natani Provisions,Tonk,Comfort Fabric Softener,Household,HUL,800ml,10,95.0,145.0,0.0,Suresh Yadav,PAID,
SAL010672,2026-06-01,Natani Provisions,Tonk,Ariel Detergent,Home Care,P&G,1kg,4,95.0,145.0,2.0,Suresh Yadav,PAID,
SAL010672,2026-06-01,Natani Provisions,Tonk,Gillette Mach3 Razor,Personal Care,Gillette,2pcs,2,95.0,145.0,0.0,Suresh Yadav,PAID,
SAL010676,2026-06-27,Natani Provisions,Tonk,Aashirvaad Atta,Packaged Foods,ITC,5kg,19,203.0,260.0,3.0,Suresh Yadav,PAID,
SAL010676,2026-06-27,Natani Provisions,Tonk,Carefree Liner,FMCG,J&J,20pcs,45,55.0,80.0,3.0,Suresh Yadav,PAID,
SAL010676,2026-06-27,Natani Provisions,Tonk,Bisleri Water 1L,Household,Bisleri,1L,14,12.0,20.0,0.0,Suresh Yadav,PAID,
SAL010676,2026-06-27,Natani Provisions,Tonk,Lifebuoy Soap,Personal Care,HUL,100g,31,18.0,28.0,0.0,Suresh Yadav,PAID,
SAL010678,2026-06-12,Natani Provisions,Tonk,Rajdhani Besan,Packaged Foods,Rajdhani,1kg,1,62.0,85.0,0.0,Manoj Patel,PAID,
SAL010680,2026-06-08,Natani Provisions,Tonk,Whisper Ultra,FMCG,P&G,8pcs,28,68.0,98.0,2.0,Suresh Yadav,PAID,
SAL010680,2026-06-08,Natani Provisions,Tonk,Tropicana Orange Juice,Beverages,PepsiCo,1L,9,77.0,110.0,0.0,Suresh Yadav,PAID,
SAL010680,2026-06-08,Natani Provisions,Tonk,Yippee Noodles,Snacks,ITC,70g,19,12.0,17.0,5.0,Suresh Yadav,PAID,
SAL010680,2026-06-08,Natani Provisions,Tonk,Harpic Bathroom Cleaner,Household,Reckitt,500ml,26,78.0,120.0,0.0,Suresh Yadav,PAID,
SAL010700,2026-08-31,Natani Provisions,Tonk,All Out Mosquito Repellent,Home Care,HUL,45ml,22,55.0,82.0,0.0,Suresh Yadav,PAID,
SAL010700,2026-08-31,Natani Provisions,Tonk,Amul Butter,Packaged Foods,Amul,500g,16,211.0,270.0,0.0,Suresh Yadav,PAID,
SAL010700,2026-08-31,Natani Provisions,Tonk,Wheel Detergent,Home Care,HUL,1kg,16,55.0,82.0,0.0,Suresh Yadav,PAID,
SAL010700,2026-08-31,Natani Provisions,Tonk,Nescafe Classic,Beverages,Nestle,50g,53,195.0,280.0,2.0,Suresh Yadav,PAID,
SAL010700,2026-08-31,Natani Provisions,Tonk,Vivel Soap,Personal Care,ITC,100g,27,20.0,30.0,0.0,Suresh Yadav,PAID,
SAL010707,2026-08-03,Natani Provisions,Tonk,ORS Oral Rehydration,FMCG,Dabur,21g,42,12.0,18.0,3.0,Suresh Yadav,PAID,
SAL010707,2026-08-03,Natani Provisions,Tonk,Coca Cola,Beverages,Coca-Cola,750ml,49,30.0,42.0,5.0,Suresh Yadav,PAID,
SAL010707,2026-08-03,Natani Provisions,Tonk,Kwality Walls Cornetto,Dairy,HUL,65ml,4,28.0,40.0,0.0,Suresh Yadav,PAID,
SAL010708,2026-08-25,Natani Provisions,Tonk,Amul Paneer,Dairy,Amul,200g,34,85.0,110.0,0.0,Suresh Yadav,PAID,
SAL010708,2026-08-25,Natani Provisions,Tonk,Amul Butter,Packaged Foods,Amul,500g,7,211.0,270.0,0.0,Suresh Yadav,PAID,
SAL010708,2026-08-25,Natani Provisions,Tonk,Amul Kool Milk,Beverages,Amul,200ml,36,18.0,25.0,0.0,Suresh Yadav,PAID,
SAL010708,2026-08-25,Natani Provisions,Tonk,Britannia 50-50 Biscuit,Snacks,Britannia,100g,31,18.0,26.0,5.0,Suresh Yadav,PAID,
SAL010713,2024-10-19,Kumar Sons,Sawai Madhopur,Nestle Milkmaid,Dairy,Nestle,400g,22,88.0,118.0,2.0,Tushar Patel,PAID,
SAL010713,2024-10-19,Kumar Sons,Sawai Madhopur,Maggi Noodles,Snacks,Nestle,70g,17,11.0,16.0,0.0,Tushar Patel,PAID,
SAL010713,2024-10-19,Kumar Sons,Sawai Madhopur,Domex Toilet Cleaner,Home Care,HUL,500ml,56,68.0,102.0,0.0,Tushar Patel,PAID,
SAL010713,2024-10-19,Kumar Sons,Sawai Madhopur,Oreo Biscuit,Snacks,Mondelez,120g,55,38.0,55.0,5.0,Tushar Patel,PAID,
SAL010728,2025-08-30,Kumar Sons,Sawai Madhopur,Battery Eveready AA,Household,Eveready,2pcs,23,42.0,62.0,0.0,Tushar Patel,PAID,
SAL010740,2026-01-26,Kumar Sons,Sawai Madhopur,Good Knight Mosquito Coil,Home Care,Godrej,10pcs,9,38.0,58.0,0.0,Tushar Patel,PAID,
SAL010740,2026-01-26,Kumar Sons,Sawai Madhopur,Ruchi Soya Oil,Agricultural,Ruchi Soya,1L,38,120.0,165.0,0.0,Tushar Patel,PAID,
SAL010740,2026-01-26,Kumar Sons,Sawai Madhopur,Nivea Cream,Personal Care,Nivea,200ml,31,148.0,220.0,0.0,Tushar Patel,PAID,
SAL010740,2026-01-26,Kumar Sons,Sawai Madhopur,Sprite,Beverages,Coca-Cola,750ml,33,28.0,40.0,2.0,Tushar Patel,PAID,
SAL010747,2026-04-07,Kumar Sons,Sawai Madhopur,Castrol Oil,Household,Castrol,1L,27,245.0,360.0,0.0,Ramesh Kumar,PARTIAL,2026-05-22
SAL010747,2026-04-07,Kumar Sons,Sawai Madhopur,Stayfree Pads,FMCG,J&J,8pcs,45,65.0,95.0,3.0,Ramesh Kumar,PARTIAL,2026-05-22
SAL010747,2026-04-07,Kumar Sons,Sawai Madhopur,Scotch Brite Scrub,Home Care,3M,1pc,10,22.0,35.0,0.0,Ramesh Kumar,PARTIAL,2026-05-22
SAL010761,2026-08-31,Kumar Sons,Sawai Madhopur,Dettol Soap,Personal Care,Reckitt,125g,48,31.0,48.0,0.0,Ramesh Kumar,PAID,
SAL010762,2026-08-05,Kumar Sons,Sawai Madhopur,Slice Mango Drink,Beverages,PepsiCo,600ml,25,28.0,40.0,0.0,Ramesh Kumar,PAID,
SAL010762,2026-08-05,Kumar Sons,Sawai Madhopur,Odonil Air Freshener,Home Care,Dabur,50g,49,42.0,65.0,0.0,Ramesh Kumar,PAID,
SAL010762,2026-08-05,Kumar Sons,Sawai Madhopur,Tropicana Orange Juice,Beverages,PepsiCo,1L,37,77.0,110.0,7.0,Ramesh Kumar,PAID,
SAL010762,2026-08-05,Kumar Sons,Sawai Madhopur,Tata Tea Gold,Beverages,Tata,500g,42,190.0,260.0,0.0,Ramesh Kumar,PAID,
SAL010762,2026-08-05,Kumar Sons,Sawai Madhopur,Mother Dairy Curd,Dairy,Mother Dairy,400g,14,35.0,48.0,0.0,Ramesh Kumar,PAID,
SAL010762,2026-08-05,Kumar Sons,Sawai Madhopur,Hide & Seek Biscuit,Snacks,Parle,120g,40,32.0,45.0,2.0,Ramesh Kumar,PAID,
SAL010762,2026-08-05,Kumar Sons,Sawai Madhopur,Captain Cook Salt,Packaged Foods,Tata,1kg,7,16.0,22.0,3.0,Ramesh Kumar,PAID,
SAL010762,2026-08-05,Kumar Sons,Sawai Madhopur,Gillette Mach3 Razor,Personal Care,Gillette,2pcs,42,95.0,145.0,0.0,Ramesh Kumar,PAID,
SAL010765,2024-09-03,Rathi Enterprises,Todaraisingh,Limca Lemon,Beverages,Coca-Cola,750ml,7,28.0,40.0,7.0,Ravi Choudhary,PAID,
SAL010765,2024-09-03,Rathi Enterprises,Todaraisingh,Thumbs Up Cola,Beverages,Coca-Cola,750ml,29,30.0,42.0,3.0,Ravi Choudhary,PAID,
SAL010778,2024-11-04,Rathi Enterprises,Todaraisingh,Harpic Bathroom Cleaner,Household,Reckitt,500ml,7,78.0,120.0,0.0,Sanjay Rajput,PARTIAL,2024-12-04
SAL010778,2024-11-04,Rathi Enterprises,Todaraisingh,Dove Soap,Personal Care,HUL,75g,22,42.0,65.0,0.0,Sanjay Rajput,PARTIAL,2024-12-04
SAL010778,2024-11-04,Rathi Enterprises,Todaraisingh,Crax Corn Rings,Snacks,DFM,30g,64,8.0,12.0,3.0,Sanjay Rajput,PARTIAL,2024-12-04
SAL010778,2024-11-04,Rathi Enterprises,Todaraisingh,Parle Groundnut Oil,Agricultural,Parle,1L,30,110.0,150.0,0.0,Sanjay Rajput,PARTIAL,2024-12-04
SAL010794,2025-01-09,Rathi Enterprises,Todaraisingh,Bingo Mad Angles,Snacks,ITC,90g,18,22.0,32.0,5.0,Sanjay Rajput,PAID,
SAL010795,2025-02-19,Rathi Enterprises,Todaraisingh,Limca Lemon,Beverages,Coca-Cola,750ml,32,28.0,40.0,0.0,Sanjay Rajput,PAID,
SAL010795,2025-02-19,Rathi Enterprises,Todaraisingh,Amul Mozzarella Cheese,Dairy,Amul,200g,50,145.0,190.0,0.0,Sanjay Rajput,PAID,
SAL010795,2025-02-19,Rathi Enterprises,Todaraisingh,Yippee Noodles,Snacks,ITC,70g,16,12.0,17.0,3.0,Sanjay Rajput,PAID,
SAL010795,2025-02-19,Rathi Enterprises,Todaraisingh,Dynamo Liquid Detergent,Household,HUL,1L,46,115.0,170.0,2.0,Sanjay Rajput,PAID,
SAL010795,2025-02-19,Rathi Enterprises,Todaraisingh,Hide & Seek Biscuit,Snacks,Parle,120g,3,32.0,45.0,2.0,Sanjay Rajput,PAID,
SAL010795,2025-02-19,Rathi Enterprises,Todaraisingh,Head & Shoulders Shampoo,Personal Care,P&G,180ml,48,118.0,175.0,0.0,Sanjay Rajput,PAID,
SAL010797,2025-02-28,Rathi Enterprises,Todaraisingh,Hide & Seek Biscuit,Snacks,Parle,120g,42,32.0,45.0,0.0,Ravi Choudhary,PAID,
SAL010797,2025-02-28,Rathi Enterprises,Todaraisingh,Nutrichoice Biscuit,Snacks,Britannia,100g,34,35.0,52.0,3.0,Ravi Choudhary,PAID,
SAL010797,2025-02-28,Rathi Enterprises,Todaraisingh,Jim Jam Biscuit,Snacks,Britannia,150g,25,22.0,32.0,2.0,Ravi Choudhary,PAID,
SAL010797,2025-02-28,Rathi Enterprises,Todaraisingh,Amul Mozzarella Cheese,Dairy,Amul,200g,1,145.0,190.0,7.0,Ravi Choudhary,PAID,
SAL010797,2025-02-28,Rathi Enterprises,Todaraisingh,Burnol Cream,FMCG,Reckitt,20g,26,35.0,52.0,0.0,Ravi Choudhary,PAID,
SAL010797,2025-02-28,Rathi Enterprises,Todaraisingh,Vim Dishwash Liquid,Home Care,HUL,500ml,47,85.0,128.0,0.0,Ravi Choudhary,PAID,
SAL010797,2025-02-28,Rathi Enterprises,Todaraisingh,Harpic Toilet Cleaner,Home Care,Reckitt,500ml,55,81.0,125.0,7.0,Ravi Choudhary,PAID,
SAL010797,2025-02-28,Rathi Enterprises,Todaraisingh,Battery Eveready AA,Household,Eveready,2pcs,11,42.0,62.0,3.0,Ravi Choudhary,PAID,
SAL010799,2025-02-10,Rathi Enterprises,Todaraisingh,Tata Tea Gold,Beverages,Tata,500g,23,190.0,260.0,0.0,Sanjay Rajput,PAID,
SAL010799,2025-02-10,Rathi Enterprises,Todaraisingh,Amul Cone Ice Cream,Dairy,Amul,65ml,2,22.0,32.0,5.0,Sanjay Rajput,PAID,
SAL010799,2025-02-10,Rathi Enterprises,Todaraisingh,Maaza Mango,Beverages,Coca-Cola,600ml,11,32.0,45.0,2.0,Sanjay Rajput,PAID,
SAL010799,2025-02-10,Rathi Enterprises,Todaraisingh,Hajmola Tablets,FMCG,Dabur,120pcs,39,35.0,50.0,5.0,Sanjay Rajput,PAID,
SAL010799,2025-02-10,Rathi Enterprises,Todaraisingh,Colin Glass Cleaner,Home Care,Reckitt,500ml,34,65.0,98.0,2.0,Sanjay Rajput,PAID,
SAL010799,2025-02-10,Rathi Enterprises,Todaraisingh,Thumbs Up Cola,Beverages,Coca-Cola,750ml,9,30.0,42.0,0.0,Sanjay Rajput,PAID,
SAL010799,2025-02-10,Rathi Enterprises,Todaraisingh,Bingo Mad Angles,Snacks,ITC,90g,4,22.0,32.0,0.0,Sanjay Rajput,PAID,
SAL010800,2025-02-03,Rathi Enterprises,Todaraisingh,Slice Mango Drink,Beverages,PepsiCo,600ml,24,28.0,40.0,3.0,Sanjay Rajput,PAID,
SAL010800,2025-02-03,Rathi Enterprises,Todaraisingh,Domex Toilet Cleaner,Home Care,HUL,500ml,46,68.0,102.0,0.0,Sanjay Rajput,PAID,
SAL010802,2025-03-27,Rathi Enterprises,Todaraisingh,Nivea Cream,Personal Care,Nivea,200ml,22,148.0,220.0,7.0,Ravi Choudhary,PARTIAL,2025-04-26
SAL010803,2025-03-12,Rathi Enterprises,Todaraisingh,Natraj Pencil,FMCG,Natraj,12pcs,43,28.0,40.0,0.0,Sanjay Rajput,PARTIAL,2025-04-11
SAL010803,2025-03-12,Rathi Enterprises,Todaraisingh,Wheel Detergent,Home Care,HUL,1kg,19,55.0,82.0,0.0,Sanjay Rajput,PARTIAL,2025-04-11
SAL010803,2025-03-12,Rathi Enterprises,Todaraisingh,Burnol Cream,FMCG,Reckitt,20g,30,35.0,52.0,10.0,Sanjay Rajput,PARTIAL,2025-04-11
SAL010803,2025-03-12,Rathi Enterprises,Todaraisingh,Kurkure Masala,Snacks,PepsiCo,90g,31,19.0,27.0,0.0,Sanjay Rajput,PARTIAL,2025-04-11
SAL010808,2025-04-16,Rathi Enterprises,Todaraisingh,Amul Milk 1L Pouch,Dairy,Amul,1L,52,55.0,68.0,0.0,Sanjay Rajput,PAID,
SAL010808,2025-04-16,Rathi Enterprises,Todaraisingh,Vivel Soap,Personal Care,ITC,100g,28,20.0,30.0,0.0,Sanjay Rajput,PAID,
SAL010808,2025-04-16,Rathi Enterprises,Todaraisingh,Knorr Soup,Packaged Foods,HUL,44g,12,34.0,48.0,0.0,Sanjay Rajput,PAID,
SAL010808,2025-04-16,Rathi Enterprises,Todaraisingh,Limca Lemon,Beverages,Coca-Cola,750ml,58,28.0,40.0,7.0,Sanjay Rajput,PAID,
SAL010811,2025-04-09,Rathi Enterprises,Todaraisingh,Colgate MaxFresh Toothpaste,Personal Care,Colgate,200g,26,62.0,95.0,0.0,Ravi Choudhary,PAID,
SAL010811,2025-04-09,Rathi Enterprises,Todaraisingh,Lays Classic Chips,Snacks,PepsiCo,26g,19,9.0,13.0,0.0,Ravi Choudhary,PAID,
SAL010811,2025-04-09,Rathi Enterprises,Todaraisingh,Haldiram Bhujia,Snacks,Haldiram,200g,25,65.0,95.0,3.0,Ravi Choudhary,PAID,
SAL010811,2025-04-09,Rathi Enterprises,Todaraisingh,Amul Cheese,Packaged Foods,Amul,200g,20,129.0,165.0,0.0,Ravi Choudhary,PAID,
SAL010832,2025-07-11,Rathi Enterprises,Todaraisingh,Vim Dishwash Bar,Personal Care,HUL,300g,38,18.0,28.0,0.0,Ravi Choudhary,PAID,
SAL010832,2025-07-11,Rathi Enterprises,Todaraisingh,Exo Dishwash Bar,Home Care,HUL,200g,6,15.0,22.0,0.0,Ravi Choudhary,PAID,
SAL010834,2025-07-08,Rathi Enterprises,Todaraisingh,Battery Eveready AA,Household,Eveready,2pcs,5,42.0,62.0,0.0,Ravi Choudhary,PAID,
SAL010834,2025-07-08,Rathi Enterprises,Todaraisingh,Amul Gold Milk,Dairy,Amul,1L,1,62.0,80.0,0.0,Ravi Choudhary,PAID,
